rank,multiplicity,source_records,distinct_rings,duplicates,literal_repeats,new_labellings,commutative,noncommutative
7,1,43,43,0,0,0,40,3
7,2,319,319,0,0,0,314,5
7,3,1059,1059,0,0,0,1053,6
7,4,2780,2780,0,0,0,2774,6
