rank,multiplicity,source_records,distinct_rings,duplicates,literal_repeats,new_labellings,commutative,noncommutative
7,1,86,43,43,3,40,40,3
7,2,638,319,319,17,302,314,5
7,3,1621,1059,562,21,541,1053,6
