original_source_line,new_release_line,multiplicity,permutation_source_to_release
22430,90972,14,0;2;1;3
22431,104019,14,0;3;1;2
22432,104560,14,0;2;1;3
22433,154566,14,0;3;2;1
22434,118805,14,0;1;3;2
22435,121729,14,0;1;2;3
22436,122157,14,0;1;3;2
22437,83176,14,0;3;1;2
22438,121368,14,0;1;3;2
22439,122209,14,0;1;3;2
22440,120988,14,0;1;3;2
22441,123036,14,0;1;2;3
22442,127775,14,0;1;2;3
22443,127893,14,0;1;2;3
22444,128127,14,0;1;2;3
22445,127283,14,0;1;3;2
22446,127409,14,0;1;3;2
22447,127533,14,0;1;3;2
22448,127655,14,0;1;3;2
22449,91050,14,0;3;1;2
22450,155298,14,0;3;2;1
22451,165225,14,0;2;1;3
22452,133848,14,0;1;3;2
22453,133526,14,0;1;3;2
22454,121332,14,0;2;1;3
22455,53126,14,0;3;1;2
22456,132019,14,0;1;3;2
22457,135450,14,0;1;3;2
22458,140673,14,0;1;3;2
22459,136450,14,0;1;2;3
22460,142138,14,0;1;2;3
22461,142283,14,0;1;2;3
22462,92016,14,0;3;1;2
22463,155906,14,0;3;2;1
22464,143907,14,0;1;2;3
22465,144287,14,0;1;2;3
22466,144666,14,0;1;3;2
22467,143928,14,0;1;3;2
22468,90471,14,0;2;1;3
22469,99608,14,0;3;2;1
22470,145480,14,0;1;2;3
22471,145990,14,0;1;3;2
22472,103687,14,0;2;1;3
22473,102499,14,0;3;1;2
22474,151516,14,0;1;2;3
22475,146333,14,0;1;3;2
22476,147246,14,0;1;2;3
22477,152809,14,0;1;2;3
22478,152812,14,0;1;2;3
22479,147377,14,0;1;2;3
22480,147496,14,0;1;2;3
22481,151606,14,0;1;3;2
22482,152851,14,0;1;3;2
22483,72347,14,0;3;2;1
22484,90777,14,0;3;1;2
22485,72348,14,0;3;2;1
22486,52912,14,0;3;2;1
22487,73657,14,0;3;2;1
22488,42954,14,0;3;1;2
22489,50685,14,0;3;1;2
22490,63010,14,0;3;1;2
22491,72015,14,0;3;1;2
22492,80882,14,0;3;1;2
22493,88928,14,0;3;1;2
22494,89195,14,0;3;1;2
22495,160470,14,0;1;2;3
22496,160475,14,0;1;2;3
22497,160454,14,0;1;3;2
22498,159587,14,0;1;3;2
22499,159637,14,0;1;3;2
22500,161049,14,0;1;2;3
22501,65285,14,0;2;3;1
22502,66118,14,0;3;2;1
22503,160812,14,0;1;3;2
22504,162306,14,0;1;3;2
22505,162504,14,0;1;2;3
22506,162838,14,0;1;2;3
22507,50677,14,0;3;1;2
22508,100202,14,0;3;1;2
22509,162944,14,0;1;2;3
22510,163003,14,0;1;2;3
22511,160990,14,0;1;3;2
22512,162405,14,0;1;3;2
22513,142443,14,0;3;1;2
22514,162875,14,0;1;3;2
22515,156592,14,0;1;2;3
22516,44711,14,0;3;2;1
22517,81140,14,0;3;1;2
22518,144362,14,0;3;1;2
22519,142667,14,0;3;1;2
22520,100203,14,0;3;1;2
22521,163669,14,0;1;2;3
22522,23583,14,0;3;2;1
22523,90966,14,0;2;1;3
22524,162941,14,0;1;3;2
22525,52936,14,0;3;2;1
22526,50783,14,0;3;1;2
22527,162981,14,0;1;3;2
22528,50819,14,0;2;3;1
22529,134567,14,0;3;1;2
22530,91586,14,0;3;1;2
22531,91681,14,0;3;1;2
22532,113373,14,0;3;1;2
22533,63034,14,0;3;1;2
22534,63401,14,0;3;1;2
22535,164392,14,0;1;2;3
22536,91490,14,0;3;1;2
22537,44837,14,0;3;2;1
22538,20481,14,0;3;2;1
22539,88934,14,0;2;1;3
22540,65973,14,0;3;2;1
22541,75845,14,0;3;1;2
22542,103245,14,0;3;1;2
22543,163019,14,0;1;3;2
22544,23720,14,0;3;2;1
22545,164007,14,0;1;3;2
22546,52938,14,0;3;2;1
22547,65333,14,0;3;2;1
22548,82443,14,0;3;2;1
22549,134072,14,0;3;1;2
22550,165038,14,0;1;2;3
22551,20358,14,0;3;2;1
22552,163683,14,0;1;3;2
22553,83027,14,0;3;1;2
22554,90488,14,0;2;1;3
22555,74646,14,0;3;1;2
22556,75157,14,0;3;2;1
22557,144806,14,0;3;1;2
22558,24192,14,0;3;2;1
22559,80894,14,0;2;3;1
22560,165607,14,0;1;2;3
22561,121007,14,0;3;1;2
22562,63236,14,0;3;2;1
22563,121642,14,0;3;1;2
22564,24353,14,0;2;3;1
22565,73834,14,0;3;2;1
22566,54260,14,0;3;2;1
22567,91581,14,0;3;1;2
22568,123050,14,0;3;1;2
22569,104360,14,0;3;2;1
22570,84069,14,0;3;2;1
22571,84055,14,0;3;2;1
22572,44437,14,0;3;2;1
22573,25705,14,0;3;2;1
22574,84183,14,0;3;2;1
22575,76545,14,0;2;3;1
22576,92706,14,0;3;2;1
22577,92342,14,0;2;3;1
22578,165999,14,0;3;1;2
22579,34146,14,0;1;3;2
22580,36466,14,0;3;2;1
22581,152916,14,0;3;2;1
22582,102744,14,0;1;2;3
22583,112290,14,0;1;3;2
22584,35845,14,0;3;2;1
22585,133502,14,0;1;2;3
22586,133957,14,0;1;2;3
22587,134373,14,0;1;2;3
22588,131915,14,0;1;3;2
22589,35976,14,0;3;2;1
22590,36518,14,0;3;2;1
22591,36993,14,0;3;2;1
22592,37355,14,0;3;2;1
22593,142035,14,0;1;3;2
22594,142132,14,0;1;3;2
22595,142288,14,0;1;3;2
22596,34027,14,0;3;2;1
22597,34144,14,0;3;2;1
22598,142454,14,0;1;3;2
22599,144388,14,0;1;3;2
22600,153194,14,0;1;3;2
22601,153688,14,0;1;3;2
22602,159612,14,0;1;3;2
22603,154587,14,0;1;3;2
22604,50773,14,0;3;1;2
22605,99696,14,0;3;1;2
22606,36843,14,0;2;3;1
22607,161109,14,0;1;3;2
22608,34019,14,0;3;1;2
22609,20335,14,0;3;2;1
22610,37740,14,0;3;2;1
22611,35944,14,0;3;1;2
22612,52833,14,0;3;1;2
22613,35642,14,0;3;2;1
22614,36393,14,0;3;2;1
22615,161987,14,0;3;2;1
22616,59097,14,0;1;2;3
22617,59217,14,0;1;2;3
22618,59451,14,0;1;2;3
22619,58600,14,0;1;3;2
22620,58726,14,0;1;3;2
22621,58851,14,0;1;3;2
22622,58975,14,0;1;3;2
22623,73243,14,0;1;2;3
22624,89937,14,0;1;3;2
22625,90174,14,0;3;1;2
22626,101430,14,0;1;3;2
22627,23069,14,0;3;1;2
22628,80765,14,0;3;1;2
22629,111410,14,0;1;2;3
22630,51947,14,0;3;1;2
22631,120432,14,0;1;3;2
22632,128011,14,0;1;2;3
22633,132938,14,0;1;3;2
22634,71866,14,0;2;3;1
22635,73371,14,0;3;1;2
22636,51217,14,0;3;1;2
22637,151326,14,0;1;3;2
22638,90230,14,0;3;1;2
22639,44128,14,0;3;2;1
22640,159586,14,0;1;3;2
22641,159636,14,0;1;3;2
22642,159660,14,0;1;3;2
22643,159684,14,0;1;3;2
22644,162099,14,0;1;2;3
22645,161923,14,0;1;3;2
22646,162023,14,0;1;3;2
22647,82194,14,0;3;1;2
22648,64708,14,0;3;1;2
22649,50549,14,0;2;3;1
22650,82075,14,0;2;1;3
22651,151198,14,0;2;1;3
22652,141924,14,0;3;2;1
22653,132994,14,0;1;2;3
22654,35325,14,0;3;2;1
22655,33755,14,0;3;1;2
22656,159611,14,0;1;3;2
22657,160711,14,0;1;2;3
22658,162026,14,0;1;2;3
22659,20324,14,0;3;2;1
22660,20466,14,0;3;2;1
22661,388,14,0;1;2;3
22662,643,14,0;1;2;3
22663,769,14,0;1;2;3
22664,894,14,0;1;2;3
22665,1018,14,0;1;2;3
22666,1141,14,0;1;2;3
22667,1263,14,0;1;2;3
22668,1384,14,0;1;2;3
22669,1504,14,0;1;2;3
22670,1623,14,0;1;2;3
22671,1741,14,0;1;2;3
22672,1858,14,0;1;2;3
22673,1974,14,0;1;2;3
22674,2089,14,0;1;2;3
22675,10675,14,0;1;2;3
22676,10690,14,0;1;2;3
22677,10697,14,0;1;2;3
22678,10711,14,0;1;2;3
22679,10718,14,0;1;2;3
22680,10729,14,0;1;2;3
22681,10298,14,0;1;3;2
22682,10145,14,0;1;3;2
22683,10146,14,0;1;3;2
22684,10299,14,0;1;3;2
22685,10997,14,0;1;2;3
22686,9532,14,0;1;3;2
22687,9516,14,0;1;3;2
22688,9527,14,0;1;3;2
22689,9857,14,0;1;3;2
22690,9866,14,0;1;3;2
22691,42062,14,0;1;2;3
22692,41941,14,0;1;3;2
22693,23118,14,0;2;3;1
22694,51635,14,0;1;2;3
22695,59335,14,0;1;2;3
22696,63022,14,0;1;2;3
22697,20520,14,0;3;2;1
22698,89246,14,0;1;3;2
22699,111317,14,0;2;1;3
22700,51612,14,0;2;1;3
22701,50713,14,0;3;1;2
22702,142039,14,0;1;3;2
22703,43813,14,0;2;3;1
22704,161890,14,0;1;3;2
22705,132702,14,0;3;1;2
22706,101238,14,0;3;1;2
22707,8848,14,0;1;2;3
22708,9084,14,0;1;3;2
22709,8997,14,0;1;3;2
22710,9053,14,0;1;3;2
22711,33967,14,0;3;1;2
22712,34922,14,0;2;3;1
22713,20795,14,0;3;2;1
22714,33854,14,0;3;1;2
22715,34935,14,0;3;2;1
22716,35290,14,0;3;2;1
22717,10948,14,0;1;2;3
22718,9500,14,0;1;3;2
22719,516,14,0;1;2;3
22720,29801,14,0;1;2;3
22721,29921,14,0;1;2;3
22722,20784,14,0;2;3;1
22723,29429,14,0;1;3;2
22724,29555,14,0;1;3;2
22725,29679,14,0;1;3;2
22726,33616,14,0;1;2;3
22727,34309,14,0;3;2;1
22728,141967,14,0;1;3;2
22729,151267,14,0;1;2;3
22730,30155,14,0;2;1;3
22731,21401,14,0;3;1;2
22732,51846,14,0;3;2;1
22733,82199,14,0;3;1;2
22734,30039,14,0;1;2;3
22735,15,14,0;1;2;3
22736,185,14,0;1;2;3
24077,23715,15,0;1;2;3
24078,169319,15,0;3;2;1
24079,83144,15,0;2;1;3
24080,89020,15,0;2;3;1
24081,44714,15,0;1;2;3
24082,50806,15,0;1;2;3
24083,52723,15,0;1;2;3
24084,171663,15,0;2;1;3
24085,64916,15,0;1;2;3
24086,171071,15,0;2;1;3
24087,80043,15,0;1;2;3
24088,80061,15,0;1;2;3
24089,79947,15,0;1;3;2
24090,81279,15,0;1;2;3
24091,90581,15,0;1;3;2
24092,99717,15,0;3;2;1
24093,83066,15,0;3;1;2
24094,97379,15,0;1;2;3
24095,97128,15,0;1;3;2
24096,97254,15,0;1;3;2
24097,99887,15,0;1;2;3
24098,91250,15,0;3;1;2
24099,102743,15,0;1;2;3
24100,90704,15,0;3;1;2
24101,91648,15,0;3;1;2
24102,163020,15,0;3;2;1
24103,172870,15,0;2;1;3
24104,111829,15,0;1;3;2
24105,111922,15,0;1;3;2
24106,112425,15,0;1;3;2
24107,110666,15,0;1;3;2
24108,113866,15,0;1;2;3
24109,100261,15,0;3;1;2
24110,163689,15,0;3;2;1
24111,118835,15,0;1;2;3
24112,118844,15,0;1;2;3
24113,119336,15,0;1;3;2
24114,121373,15,0;1;2;3
24115,119680,15,0;1;3;2
24116,89160,15,0;3;2;1
24117,121745,15,0;1;3;2
24118,52835,15,0;2;3;1
24119,127595,15,0;1;2;3
24120,127835,15,0;1;2;3
24121,127953,15,0;1;2;3
24122,128185,15,0;1;2;3
24123,127472,15,0;1;3;2
24124,127716,15,0;1;3;2
24125,131660,15,0;1;2;3
24126,91541,15,0;3;1;2
24127,164409,15,0;3;2;1
24128,133439,15,0;1;2;3
24129,131772,15,0;1;3;2
24130,133955,15,0;1;2;3
24131,133958,15,0;1;2;3
24132,131833,15,0;1;3;2
24133,134335,15,0;1;3;2
24134,43096,15,0;3;2;1
24135,43356,15,0;3;2;1
24136,131907,15,0;1;3;2
24137,134860,15,0;1;3;2
24138,135703,15,0;1;3;2
24139,135416,15,0;1;3;2
24140,104390,15,0;3;1;2
24141,136137,15,0;1;2;3
24142,24764,15,0;2;3;1
24143,140798,15,0;1;2;3
24144,140810,15,0;1;2;3
24145,140822,15,0;1;2;3
24146,140835,15,0;1;2;3
24147,140711,15,0;1;3;2
24148,142307,15,0;1;2;3
24149,135479,15,0;1;3;2
24150,66753,15,0;3;2;1
24151,165052,15,0;3;2;1
24152,142139,15,0;1;3;2
24153,174090,15,0;2;1;3
24154,144246,15,0;1;2;3
24155,100439,15,0;3;1;2
24156,145221,15,0;1;3;2
24157,145235,15,0;1;2;3
24158,142460,15,0;1;3;2
24159,45714,15,0;3;1;2
24160,91034,15,0;2;1;3
24161,44824,15,0;3;2;1
24162,144875,15,0;1;3;2
24163,45888,15,0;3;2;1
24164,122200,15,0;2;1;3
24165,74832,15,0;3;1;2
24166,151348,15,0;1;2;3
24167,147094,15,0;1;2;3
24168,165620,15,0;3;2;1
24169,151521,15,0;1;3;2
24170,152752,15,0;1;3;2
24171,151567,15,0;1;3;2
24172,134550,15,0;3;1;2
24173,152862,15,0;1;3;2
24174,153745,15,0;1;3;2
24175,24832,15,0;3;1;2
24176,152894,15,0;1;3;2
24177,152895,15,0;1;3;2
24178,153354,15,0;1;3;2
24179,81280,15,0;3;1;2
24180,154181,15,0;1;3;2
24181,159588,15,0;1;3;2
24182,73754,15,0;3;1;2
24183,74807,15,0;3;2;1
24184,114478,15,0;2;3;1
24185,101983,15,0;3;1;2
24186,85026,15,0;3;2;1
24187,156398,15,0;1;2;3
24188,156591,15,0;1;2;3
24189,163200,15,0;1;3;2
24190,156615,15,0;1;2;3
24191,163251,15,0;1;2;3
24192,163252,15,0;1;2;3
24193,161121,15,0;1;3;2
24194,162942,15,0;1;3;2
24195,163249,15,0;1;3;2
24196,134367,15,0;3;1;2
24197,161191,15,0;1;3;2
24198,103260,15,0;3;1;2
24199,169332,15,0;1;2;3
24200,102722,15,0;3;1;2
24201,73792,15,0;3;2;1
24202,170886,15,0;1;2;3
24203,169306,15,0;1;3;2
24204,170745,15,0;1;3;2
24205,171145,15,0;1;3;2
24206,43292,15,0;3;1;2
24207,171789,15,0;1;2;3
24208,169504,15,0;1;3;2
24209,174352,15,0;3;1;2
24210,166161,15,0;1;2;3
24211,65119,15,0;3;1;2
24212,172025,15,0;1;3;2
24213,153842,15,0;3;1;2
24214,103254,15,0;3;1;2
24215,119746,15,0;3;1;2
24216,172570,15,0;1;2;3
24217,83043,15,0;3;2;1
24218,82499,15,0;3;2;1
24219,172452,15,0;1;3;2
24220,50792,15,0;3;1;2
24221,25130,15,0;3;1;2
24222,50805,15,0;3;1;2
24223,100204,15,0;3;1;2
24224,50830,15,0;3;1;2
24225,75291,15,0;3;2;1
24226,24373,15,0;3;2;1
24227,173153,15,0;1;2;3
24228,20484,15,0;3;2;1
24229,50683,15,0;3;2;1
24230,23335,15,0;3;2;1
24231,112973,15,0;3;1;2
24232,121288,15,0;3;1;2
24233,89043,15,0;2;1;3
24234,99816,15,0;3;1;2
24235,24378,15,0;3;2;1
24236,88935,15,0;3;1;2
24237,99852,15,0;3;1;2
24238,163681,15,0;3;1;2
24239,173860,15,0;1;2;3
24240,99877,15,0;3;1;2
24241,44433,15,0;3;2;1
24242,53560,15,0;3;2;1
24243,135842,15,0;3;1;2
24244,84225,15,0;3;2;1
24245,24784,15,0;3;2;1
24246,74095,15,0;3;2;1
24247,102463,15,0;3;1;2
24248,53641,15,0;3;2;1
24249,65719,15,0;3;2;1
24250,103978,15,0;3;2;1
24251,92753,15,0;3;1;2
24252,112978,15,0;3;1;2
24253,113002,15,0;3;1;2
24254,47147,15,0;3;2;1
24255,103946,15,0;3;2;1
24256,75160,15,0;3;2;1
24257,103982,15,0;2;3;1
24258,52702,15,0;3;2;1
24259,47199,15,0;3;2;1
24260,104018,15,0;3;2;1
24261,174799,15,0;1;2;3
24262,102305,15,0;3;2;1
24263,25325,15,0;3;2;1
24264,133897,15,0;3;2;1
24265,91960,15,0;3;2;1
24266,67674,15,0;3;2;1
24267,136728,15,0;3;2;1
24268,92741,15,0;3;2;1
24269,121691,15,0;1;3;2
24270,127347,15,0;1;3;2
24271,131670,15,0;1;2;3
24272,113752,15,0;3;1;2
24273,133504,15,0;1;3;2
24274,132020,15,0;1;3;2
24275,36467,15,0;3;2;1
24276,142305,15,0;1;3;2
24277,133650,15,0;3;1;2
24278,33880,15,0;3;2;1
24279,151611,15,0;1;3;2
24280,36517,15,0;3;1;2
24281,146761,15,0;3;1;2
24282,33889,15,0;3;1;2
24283,37498,15,0;3;2;1
24284,169678,15,0;1;2;3
24285,90762,15,0;3;1;2
24286,169294,15,0;1;3;2
24287,35821,15,0;3;2;1
24288,20521,15,0;3;1;2
24289,34102,15,0;3;2;1
24290,36313,15,0;3;2;1
24291,89233,15,0;3;1;2
24292,119663,15,0;3;1;2
24293,33957,15,0;3;2;1
24294,38075,15,0;2;3;1
24295,74160,15,0;3;1;2
24296,36537,15,0;3;1;2
24297,59158,15,0;1;2;3
24298,59277,15,0;1;2;3
24299,59509,15,0;1;2;3
24300,58789,15,0;1;3;2
24301,58914,15,0;1;3;2
24302,59037,15,0;1;3;2
24303,88918,15,0;1;2;3
24304,162122,15,0;3;2;1
24305,101425,15,0;1;3;2
24306,101517,15,0;1;3;2
24307,90127,15,0;3;2;1
24308,71806,15,0;2;3;1
24309,111470,15,0;1;3;2
24310,128070,15,0;1;2;3
24311,71822,15,0;2;3;1
24312,82243,15,0;3;1;2
24313,62856,15,0;2;3;1
24314,90129,15,0;3;1;2
24315,63707,15,0;3;1;2
24316,143647,15,0;1;3;2
24317,20724,15,0;3;2;1
24318,152207,15,0;1;3;2
24319,88755,15,0;2;1;3
24320,159708,15,0;1;3;2
24321,161190,15,0;1;3;2
24322,50535,15,0;3;2;1
24323,169135,15,0;1;3;2
24324,100192,15,0;3;1;2
24325,100201,15,0;3;1;2
24326,43477,15,0;3;1;2
24327,170355,15,0;1;3;2
24328,90247,15,0;3;1;2
24329,82241,15,0;3;1;2
24330,111564,15,0;3;1;2
24331,80766,15,0;2;1;3
24332,88758,15,0;2;1;3
24333,170549,15,0;1;3;2
24334,50761,15,0;3;1;2
24335,51743,15,0;3;1;2
24336,23052,15,0;3;2;1
24337,82222,15,0;3;1;2
24338,44112,15,0;3;2;1
24339,101426,15,0;2;1;3
24340,82155,15,0;3;1;2
24341,43949,15,0;3;2;1
24342,88747,15,0;3;2;1
24343,73057,15,0;3;2;1
24344,101327,15,0;3;2;1
24345,73088,15,0;2;3;1
24346,58664,15,0;1;3;2
24347,132892,15,0;1;3;2
24348,170527,15,0;1;3;2
24349,35052,15,0;3;2;1
24350,33574,15,0;3;2;1
24351,33601,15,0;3;2;1
24352,389,15,0;1;2;3
24353,644,15,0;1;2;3
24354,770,15,0;1;2;3
24355,895,15,0;1;2;3
24356,1019,15,0;1;2;3
24357,1142,15,0;1;2;3
24358,1264,15,0;1;2;3
24359,1385,15,0;1;2;3
24360,1505,15,0;1;2;3
24361,1624,15,0;1;2;3
24362,1742,15,0;1;2;3
24363,1859,15,0;1;2;3
24364,1975,15,0;1;2;3
24365,2090,15,0;1;2;3
24366,2204,15,0;1;2;3
24367,10407,15,0;1;2;3
24368,10566,15,0;1;2;3
24369,10874,15,0;1;2;3
24370,10884,15,0;1;2;3
24371,10739,15,0;1;3;2
24372,10740,15,0;1;3;2
24373,11178,15,0;1;2;3
24374,8786,15,0;1;3;2
24375,9599,15,0;1;3;2
24376,9628,15,0;1;3;2
24377,10018,15,0;1;3;2
24378,10422,15,0;1;3;2
24379,10571,15,0;1;3;2
24380,20300,15,0;2;3;1
24381,50248,15,0;1;2;3
24382,51634,15,0;1;2;3
24383,59394,15,0;1;2;3
24384,89205,15,0;1;2;3
24385,43831,15,0;2;3;1
24386,119627,15,0;1;3;2
24387,63130,15,0;3;1;2
24388,142156,15,0;1;3;2
24389,22894,15,0;2;3;1
24390,170318,15,0;1;3;2
24391,22971,15,0;3;2;1
24392,22899,15,0;3;2;1
24393,111335,15,0;3;1;2
24394,8849,15,0;1;2;3
24395,9095,15,0;1;3;2
24396,9017,15,0;1;3;2
24397,9042,15,0;1;3;2
24398,33792,15,0;1;3;2
24399,88953,15,0;3;1;2
24400,34946,15,0;3;2;1
24401,11144,15,0;1;2;3
24402,8762,15,0;1;3;2
24403,9977,15,0;1;3;2
24404,42015,15,0;1;3;2
24405,43210,15,0;3;2;1
24406,89328,15,0;3;1;2
24407,71888,15,0;3;1;2
24408,71887,15,0;2;3;1
24409,517,15,0;1;2;3
24410,29862,15,0;1;2;3
24411,29981,15,0;1;2;3
24412,30213,15,0;1;2;3
24413,29493,15,0;1;3;2
24414,29618,15,0;1;3;2
24415,29741,15,0;1;3;2
24416,34325,15,0;3;2;1
24417,151268,15,0;1;3;2
24418,160759,15,0;1;2;3
24419,21447,15,0;3;1;2
24420,29366,15,0;1;3;2
24421,30098,15,0;1;2;3
24422,34910,15,0;3;2;1
24423,139,15,0;1;2;3
24424,16,15,0;1;2;3
24425,188,15,0;1;2;3
26002,23510,16,0;1;2;3
26003,23714,16,0;1;2;3
26004,43359,16,0;1;3;2
26005,52722,16,0;1;2;3
26006,177892,16,0;2;1;3
26007,182613,16,0;2;1;3
26008,72088,16,0;1;2;3
26009,80024,16,0;1;2;3
26010,181788,16,0;2;1;3
26011,90476,16,0;1;2;3
26012,97429,16,0;1;2;3
26013,97453,16,0;1;2;3
26014,97477,16,0;1;2;3
26015,97501,16,0;1;2;3
26016,97525,16,0;1;2;3
26017,97179,16,0;1;3;2
26018,97304,16,0;1;3;2
26019,99614,16,0;1;3;2
26020,102263,16,0;1;2;3
26021,51001,16,0;3;2;1
26022,99850,16,0;1;3;2
26023,92694,16,0;2;3;1
26024,102028,16,0;3;1;2
26025,102472,16,0;3;1;2
26026,103140,16,0;3;1;2
26027,103777,16,0;3;1;2
26028,104027,16,0;3;1;2
26029,111910,16,0;1;2;3
26030,111958,16,0;1;2;3
26031,102026,16,0;3;1;2
26032,110582,16,0;1;3;2
26033,72362,16,0;3;1;2
26034,113006,16,0;1;3;2
26035,103130,16,0;3;1;2
26036,104024,16,0;3;1;2
26037,104561,16,0;2;1;3
26038,171803,16,0;3;2;1
26039,118827,16,0;1;3;2
26040,63257,16,0;3;2;1
26041,183640,16,0;2;1;3
26042,119475,16,0;1;3;2
26043,119549,16,0;1;3;2
26044,121751,16,0;1;2;3
26045,119618,16,0;1;3;2
26046,121800,16,0;1;3;2
26047,101895,16,0;2;1;3
26048,123073,16,0;1;2;3
26049,82374,16,0;2;1;3
26050,122265,16,0;1;3;2
26051,123233,16,0;1;2;3
26052,127894,16,0;1;2;3
26053,128012,16,0;1;2;3
26054,128242,16,0;1;2;3
26055,127284,16,0;1;3;2
26056,127410,16,0;1;3;2
26057,127534,16,0;1;3;2
26058,127656,16,0;1;3;2
26059,127776,16,0;1;3;2
26060,101986,16,0;3;1;2
26061,172585,16,0;3;2;1
26062,133837,16,0;1;3;2
26063,133451,16,0;1;3;2
26064,133574,16,0;1;3;2
26065,52858,16,0;3;1;2
26066,134856,16,0;1;3;2
26067,132048,16,0;1;3;2
26068,135851,16,0;1;2;3
26069,134898,16,0;1;3;2
26070,134924,16,0;1;3;2
26071,135452,16,0;1;3;2
26072,140748,16,0;1;3;2
26073,102027,16,0;3;1;2
26074,142108,16,0;1;2;3
26075,142121,16,0;1;2;3
26076,66686,16,0;2;3;1
26077,112532,16,0;3;1;2
26078,173174,16,0;3;2;1
26079,143800,16,0;1;3;2
26080,143931,16,0;1;2;3
26081,142140,16,0;1;3;2
26082,144275,16,0;1;2;3
26083,144294,16,0;1;2;3
26084,144807,16,0;1;2;3
26085,144811,16,0;1;2;3
26086,145236,16,0;1;2;3
26087,142464,16,0;1;3;2
26088,144290,16,0;1;3;2
26089,142536,16,0;1;3;2
26090,101892,16,0;2;1;3
26091,144358,16,0;1;3;2
26092,145984,16,0;1;3;2
26093,44793,16,0;3;2;1
26094,146246,16,0;1;3;2
26095,65728,16,0;2;3;1
26096,45377,16,0;3;2;1
26097,81197,16,0;3;1;2
26098,84761,16,0;2;3;1
26099,146843,16,0;1;2;3
26100,45860,16,0;3;2;1
26101,46231,16,0;3;2;1
26102,136422,16,0;3;1;2
26103,173874,16,0;3;2;1
26104,89376,16,0;3;1;2
26105,153312,16,0;1;2;3
26106,151510,16,0;1;3;2
26107,185230,16,0;2;1;3
26108,153695,16,0;1;2;3
26109,23823,16,0;3;2;1
26110,90793,16,0;3;1;2
26111,151565,16,0;3;1;2
26112,136393,16,0;3;2;1
26113,45133,16,0;2;1;3
26114,74163,16,0;2;3;1
26115,154535,16,0;1;2;3
26116,151656,16,0;1;3;2
26117,153392,16,0;1;3;2
26118,154186,16,0;1;3;2
26119,73656,16,0;2;3;1
26120,113195,16,0;2;3;1
26121,99616,16,0;3;1;2
26122,160449,16,0;1;3;2
26123,159661,16,0;1;3;2
26124,112585,16,0;3;1;2
26125,160939,16,0;1;2;3
26126,161052,16,0;1;2;3
26127,84763,16,0;3;1;2
26128,156174,16,0;1;2;3
26129,162470,16,0;1;2;3
26130,162914,16,0;1;2;3
26131,100239,16,0;3;1;2
26132,162869,16,0;1;3;2
26133,174366,16,0;3;2;1
26134,163224,16,0;1;3;2
26135,72040,16,0;3;2;1
26136,163653,16,0;1;2;3
26137,100240,16,0;3;1;2
26138,162301,16,0;2;1;3
26139,99710,16,0;3;2;1
26140,66237,16,0;3;1;2
26141,161234,16,0;1;3;2
26142,142671,16,0;3;1;2
26143,51052,16,0;3;1;2
26144,164622,16,0;1;3;2
26145,163670,16,0;3;1;2
26146,52840,16,0;3;2;1
26147,163682,16,0;1;3;2
26148,52841,16,0;3;2;1
26149,20528,16,0;3;2;1
26150,45786,16,0;3;2;1
26151,171175,16,0;1;2;3
26152,166023,16,0;1;2;3
26153,185059,16,0;3;1;2
26154,166160,16,0;1;2;3
26155,171975,16,0;1;3;2
26156,166197,16,0;1;2;3
26157,172499,16,0;1;2;3
26158,169679,16,0;1;3;2
26159,100241,16,0;3;1;2
26160,20456,16,0;3;1;2
26161,89113,16,0;3;1;2
26162,160996,16,0;3;1;2
26163,20788,16,0;3;1;2
26164,177921,16,0;1;2;3
26165,100133,16,0;3;1;2
26166,177943,16,0;1;2;3
26167,177950,16,0;1;2;3
26168,142530,16,0;3;1;2
26169,177965,16,0;1;2;3
26170,177972,16,0;1;2;3
26171,177979,16,0;1;2;3
26172,177987,16,0;1;2;3
26173,177884,16,0;1;3;2
26174,177914,16,0;1;3;2
26175,177907,16,0;1;3;2
26176,177936,16,0;1;3;2
26177,178910,16,0;1;2;3
26178,178911,16,0;1;2;3
26179,178932,16,0;1;2;3
26180,178933,16,0;1;2;3
26181,44543,16,0;3;2;1
26182,179155,16,0;1;2;3
26183,134525,16,0;3;1;2
26184,178777,16,0;1;3;2
26185,181029,16,0;1;3;2
26186,25121,16,0;3;2;1
26187,54867,16,0;3;2;1
26188,174110,16,0;1;3;2
26189,113841,16,0;3;1;2
26190,181504,16,0;1;2;3
26191,81559,16,0;3;1;2
26192,65595,16,0;3;1;2
26193,172974,16,0;1;3;2
26194,181575,16,0;1;2;3
26195,178955,16,0;1;3;2
26196,178916,16,0;1;3;2
26197,178884,16,0;1;3;2
26198,181104,16,0;1;3;2
26199,110558,16,0;3;1;2
26200,44756,16,0;3;2;1
26201,181799,16,0;1;3;2
26202,181780,16,0;1;3;2
26203,181773,16,0;1;3;2
26204,181783,16,0;1;3;2
26205,181981,16,0;1;2;3
26206,112600,16,0;3;1;2
26207,179143,16,0;1;3;2
26208,145629,16,0;3;1;2
26209,181474,16,0;1;3;2
26210,181956,16,0;1;3;2
26211,102441,16,0;3;1;2
26212,182688,16,0;1;2;3
26213,99820,16,0;3;1;2
26214,43299,16,0;3;1;2
26215,100481,16,0;3;1;2
26216,119854,16,0;3;1;2
26217,103303,16,0;3;1;2
26218,182754,16,0;1;2;3
26219,181165,16,0;1;3;2
