rank,multiplicity,source_records,distinct_rings,duplicates,literal_repeats,new_labellings,commutative,noncommutative
6,1,39,39,0,0,0,37,2
6,2,154,154,0,0,0,152,2
6,3,384,384,0,0,0,383,1
6,4,872,872,0,0,0,871,1
6,5,1582,1582,0,0,0,1581,1
6,6,2768,2768,0,0,0,2766,2
6,7,3814,3814,0,0,0,3812,2
6,8,6999,6999,0,0,0,6997,2
