original_source_line,new_release_line,multiplicity,permutation_source_to_release
12597,6633,9,0;3;4;2;1
12598,10310,9,0;3;4;2;1
12599,10310,9,0;3;4;2;1
12600,7855,9,0;4;2;3;1
12601,7855,9,0;4;2;3;1
12602,12560,9,0;3;2;4;1
12603,12560,9,0;3;2;4;1
12604,10515,9,0;3;4;2;1
12605,10515,9,0;3;4;2;1
12606,1058,9,0;1;2;4;3
12607,1058,9,0;1;4;2;3
12608,1121,9,0;1;4;2;3
12609,1121,9,0;1;2;4;3
12610,1122,9,0;1;4;2;3
12611,1122,9,0;1;4;2;3
12612,1120,9,0;1;3;2;4
12613,1120,9,0;1;3;4;2
12614,1108,9,0;1;3;2;4
12615,1108,9,0;1;3;2;4
12616,1111,9,0;1;3;2;4
12617,1111,9,0;1;3;2;4
12618,1066,9,0;1;3;4;2
12619,1066,9,0;1;3;4;2
12620,1092,9,0;1;3;2;4
12621,1092,9,0;1;3;4;2
12622,3482,9,0;1;2;3;4
12623,3482,9,0;1;2;3;4
12624,3461,9,0;1;2;4;3
12625,3461,9,0;1;2;4;3
12626,3775,9,0;1;4;3;2
12627,3775,9,0;1;4;3;2
12628,3681,9,0;1;4;3;2
12629,3681,9,0;1;4;3;2
12630,3860,9,0;1;4;3;2
12631,3860,9,0;1;4;3;2
12632,3659,9,0;1;4;3;2
12633,3659,9,0;1;4;3;2
12634,3770,9,0;1;4;3;2
12635,3770,9,0;1;4;3;2
12636,11080,9,0;1;4;2;3
12637,11080,9,0;1;4;2;3
12638,12283,9,0;3;1;4;2
12639,12283,9,0;3;1;4;2
12640,9483,9,0;4;2;3;1
12641,14129,9,0;4;1;2;3
12642,14129,9,0;4;1;2;3
12643,9696,9,0;3;4;1;2
12644,9696,9,0;4;3;1;2
12645,9737,9,0;4;3;1;2
12646,9737,9,0;4;3;1;2
12647,11143,9,0;4;3;1;2
12648,11143,9,0;4;3;1;2
12649,3649,9,0;1;4;3;2
12650,3649,9,0;1;4;3;2
12651,729,9,0;1;2;4;3
12652,729,9,0;1;2;4;3
12653,1494,9,0;1;4;2;3
12654,1494,9,0;1;2;4;3
12655,1510,9,0;1;2;4;3
12656,1510,9,0;1;4;2;3
12657,2371,9,0;1;2;4;3
12658,2371,9,0;1;2;4;3
12659,841,9,0;1;3;2;4
12660,841,9,0;1;3;2;4
12661,2145,9,0;1;3;2;4
12662,2145,9,0;1;3;2;4
12663,2012,9,0;1;3;2;4
12664,2012,9,0;1;3;2;4
12665,1322,9,0;1;3;4;2
12666,1322,9,0;1;3;2;4
12667,884,9,0;1;3;4;2
12668,884,9,0;1;3;4;2
12669,2380,9,0;1;3;2;4
12670,2380,9,0;1;3;2;4
12671,2818,9,0;1;2;4;3
12672,2818,9,0;1;2;4;3
12673,5021,9,0;1;2;3;4
12674,5021,9,0;1;2;4;3
12675,3238,9,0;1;4;3;2
12676,3238,9,0;1;4;3;2
12677,4168,9,0;1;3;4;2
12678,4168,9,0;1;3;4;2
12679,5595,9,0;1;3;2;4
12680,5595,9,0;1;3;2;4
12681,4211,9,0;1;4;3;2
12682,4211,9,0;1;4;3;2
12683,4205,9,0;1;4;3;2
12684,4205,9,0;1;4;3;2
12685,3158,9,0;1;4;3;2
12686,3158,9,0;1;4;3;2
12687,4176,9,0;1;4;3;2
12688,4176,9,0;1;4;3;2
12689,7135,9,0;4;3;2;1
12690,7135,9,0;4;3;2;1
12691,14298,9,0;4;1;3;2
12692,14298,9,0;4;1;3;2
12693,7986,9,0;2;3;4;1
12694,7986,9,0;2;3;4;1
12695,11044,9,0;2;4;3;1
12696,11044,9,0;2;4;3;1
12697,11420,9,0;4;3;1;2
12698,11413,9,0;4;1;3;2
12699,11413,9,0;4;1;3;2
12700,13068,9,0;4;2;1;3
12701,13068,9,0;4;2;1;3
12702,20220,9,0;1;3;4;2
12703,20220,9,0;1;3;4;2
12704,17133,9,0;3;4;1;2
12705,17133,9,0;4;3;1;2
12706,6675,9,0;4;2;3;1
12707,6675,9,0;4;2;3;1
12708,12352,9,0;4;3;2;1
12709,12352,9,0;4;3;1;2
12710,7857,9,0;2;3;4;1
12711,7857,9,0;2;3;4;1
12712,7883,9,0;4;3;2;1
12713,7883,9,0;4;3;2;1
12714,17221,9,0;4;1;3;2
12715,17221,9,0;4;1;3;2
12716,6607,9,0;4;3;2;1
12717,6607,9,0;4;3;2;1
12718,17001,9,0;4;3;2;1
12719,17001,9,0;4;3;2;1
12720,1993,9,0;1;2;4;3
12721,1993,9,0;1;2;4;3
12722,3750,9,0;1;4;3;2
12723,3750,9,0;1;4;3;2
12724,14395,9,0;3;4;1;2
12725,14395,9,0;3;4;1;2
12726,17220,9,0;3;1;2;4
12727,9383,9,0;4;3;2;1
12728,9383,9,0;4;3;2;1
12729,9013,9,0;2;3;4;1
12730,9013,9,0;2;3;4;1
12731,7077,9,0;4;3;2;1
12732,7077,9,0;4;3;2;1
12733,3257,9,0;1;3;4;2
12734,3257,9,0;1;3;4;2
12735,2831,9,0;1;4;3;2
12736,2831,9,0;1;4;3;2
12737,2840,9,0;1;4;3;2
12738,2840,9,0;1;4;3;2
12739,15661,9,0;4;2;3;1
12740,15661,9,0;4;2;3;1
12741,10390,9,0;2;3;4;1
12742,10390,9,0;2;3;4;1
12743,19950,9,0;1;3;4;2
12744,19950,9,0;1;3;4;2
12745,20058,9,0;1;3;4;2
12746,20058,9,0;1;3;4;2
12747,12899,9,0;4;3;2;1
12748,12899,9,0;4;3;2;1
12749,14663,9,0;2;3;1;4
12750,14663,9,0;2;3;1;4
12751,15716,9,0;3;1;2;4
12752,15716,9,0;3;1;2;4
12753,12081,9,0;4;3;1;2
12754,12081,9,0;4;3;1;2
12755,13914,9,0;3;4;1;2
12756,13914,9,0;3;4;1;2
12757,10768,9,0;4;3;1;2
12758,10768,9,0;4;3;1;2
12759,14123,9,0;4;1;2;3
12760,14123,9,0;4;1;2;3
12761,15692,9,0;3;1;4;2
12762,15692,9,0;3;1;4;2
12763,10409,9,0;4;3;1;2
12764,10409,9,0;4;3;1;2
12765,6582,9,0;3;2;4;1
12766,6582,9,0;3;2;4;1
12767,6522,9,0;4;3;2;1
12768,6522,9,0;4;3;2;1
12769,1119,9,0;1;3;2;4
12770,1119,9,0;1;3;2;4
12771,1110,9,0;1;3;2;4
12772,1110,9,0;1;3;2;4
12773,4005,9,0;1;4;3;2
12774,4005,9,0;1;4;3;2
12775,9411,9,0;1;4;3;2
12776,9411,9,0;1;4;3;2
12777,8963,9,0;3;4;2;1
12778,8963,9,0;3;4;2;1
12779,18624,9,0;1;2;3;4
12780,18624,9,0;1;2;3;4
12781,14026,9,0;4;1;2;3
12782,14026,9,0;4;1;2;3
12783,8974,9,0;4;3;1;2
12784,8974,9,0;4;3;1;2
12785,8934,9,0;4;3;1;2
12786,8934,9,0;4;3;1;2
12787,1436,9,0;1;4;2;3
12788,1436,9,0;1;2;4;3
12789,1230,9,0;1;2;4;3
12790,1230,9,0;1;2;4;3
12791,773,9,0;1;4;2;3
12792,773,9,0;1;4;2;3
12793,753,9,0;1;3;4;2
12794,753,9,0;1;3;2;4
12795,5042,9,0;1;4;2;3
12796,5042,9,0;1;4;2;3
12797,4201,9,0;1;4;2;3
12798,4201,9,0;1;4;2;3
12799,2804,9,0;1;4;3;2
12800,2804,9,0;1;4;3;2
12801,17015,9,0;1;4;3;2
12802,17015,9,0;1;4;3;2
12803,6570,9,0;2;4;3;1
12804,6570,9,0;2;4;3;1
12805,12254,9,0;4;2;1;3
12806,12254,9,0;4;1;2;3
12807,12328,9,0;3;4;1;2
12808,12328,9,0;3;4;1;2
12809,10298,9,0;3;4;2;1
12810,10298,9,0;3;4;2;1
12811,7031,9,0;2;4;3;1
12812,7031,9,0;2;4;3;1
12813,6571,9,0;4;3;2;1
12814,6571,9,0;4;3;2;1
12815,1636,9,0;1;4;2;3
12816,1636,9,0;1;2;4;3
12817,1441,9,0;1;4;2;3
12818,1441,9,0;1;2;4;3
12819,1235,9,0;1;4;2;3
12820,1235,9,0;1;4;2;3
12821,778,9,0;1;4;2;3
12822,778,9,0;1;4;2;3
12823,777,9,0;1;3;4;2
12824,777,9,0;1;3;2;4
12825,1240,9,0;1;3;2;4
12826,1240,9,0;1;3;4;2
12827,1449,9,0;1;3;4;2
12828,1449,9,0;1;3;2;4
12829,1647,9,0;1;3;2;4
12830,1647,9,0;1;3;4;2
12831,1822,9,0;1;3;2;4
12832,1822,9,0;1;3;2;4
12833,1970,9,0;1;3;2;4
12834,1970,9,0;1;3;4;2
12835,2123,9,0;1;3;2;4
12836,2123,9,0;1;3;4;2
12837,2251,9,0;1;3;4;2
12838,2251,9,0;1;3;2;4
12839,2360,9,0;1;3;2;4
12840,2360,9,0;1;3;2;4
12841,7440,9,0;1;4;3;2
12842,7440,9,0;1;4;3;2
12843,8834,9,0;2;3;4;1
12844,8834,9,0;2;3;4;1
12845,19735,9,0;1;2;3;4
12846,19735,9,0;1;2;3;4
12847,7345,9,0;4;1;3;2
12848,7345,9,0;4;1;3;2
12849,6918,9,0;4;2;3;1
12850,8797,9,0;4;2;3;1
12851,8797,9,0;4;2;3;1
12852,12155,9,0;3;1;2;4
12853,12155,9,0;3;1;2;4
12854,8927,9,0;4;3;2;1
12855,8927,9,0;4;3;2;1
12856,8871,9,0;3;4;2;1
12857,8871,9,0;3;4;2;1
12858,4173,9,0;1;4;3;2
12859,4173,9,0;1;4;3;2
12860,10537,9,0;2;4;3;1
12861,10537,9,0;2;4;3;1
12862,17011,9,0;1;3;4;2
12863,17011,9,0;1;3;4;2
12864,18727,9,0;1;4;2;3
12865,18727,9,0;1;4;2;3
12866,7216,9,0;4;2;3;1
12867,7216,9,0;4;2;3;1
12868,12080,9,0;4;3;1;2
12869,12080,9,0;4;3;1;2
12870,10482,9,0;4;3;1;2
12871,10482,9,0;4;3;1;2
12872,7090,9,0;3;2;4;1
12873,7090,9,0;3;2;4;1
12874,1012,9,0;1;4;2;3
12875,1012,9,0;1;4;2;3
12876,15818,9,0;4;1;2;3
12877,15818,9,0;4;1;2;3
12878,8814,9,0;3;2;4;1
12879,8814,9,0;3;2;4;1
12880,8941,9,0;4;3;1;2
12881,8941,9,0;4;3;1;2
12882,1017,9,0;1;4;2;3
12883,1017,9,0;1;2;4;3
12884,1019,9,0;1;3;4;2
12885,1019,9,0;1;3;4;2
12886,13011,9,0;4;1;3;2
12887,13011,9,0;4;1;3;2
12888,17660,9,0;4;1;2;3
12889,18947,9,0;4;1;3;2
12890,10349,9,0;3;2;1;4
12891,10349,9,0;3;2;1;4
12892,15842,9,0;4;1;2;3
12893,15842,9,0;4;2;1;3
12894,19725,9,0;3;1;2;4
12895,6551,9,0;4;3;2;1
12896,6551,9,0;4;3;2;1
12897,6557,9,0;3;4;2;1
12898,6557,9,0;3;4;2;1
12899,992,9,0;1;3;2;4
12900,992,9,0;1;3;2;4
12901,9025,9,0;2;3;4;1
12902,9025,9,0;2;3;4;1
12903,11373,9,0;3;4;1;2
12904,11373,9,0;3;4;1;2
12905,8178,9,0;4;1;3;2
12906,8178,9,0;4;1;3;2
12907,7122,9,0;1;2;4;3
12908,7122,9,0;1;2;4;3
12909,9427,9,0;4;2;3;1
12910,9427,9,0;4;2;3;1
12911,6963,9,0;4;3;2;1
12912,6963,9,0;4;3;2;1
12913,509,9,0;1;2;3;4
12914,353,9,0;2;1;3;4
12915,362,9,0;2;1;3;4
12916,352,9,0;2;1;3;4
12917,553,9,0;2;1;3;4
12918,163,9,0;1;2;3;4
12919,164,9,0;1;2;3;4
12920,165,9,0;1;2;3;4
12921,171,9,0;1;2;3;4
12922,174,9,0;1;2;3;4
12923,175,9,0;1;2;3;4
12924,176,9,0;1;2;3;4
12925,11,9,0;1;2;3;4
12926,16,9,0;1;2;3;4
12927,69,9,0;1;2;3;4
12928,74,9,0;1;2;3;4
12929,413,9,0;1;2;3;4
12930,550,9,0;1;2;3;4
12931,605,9,0;1;2;3;4
12932,607,9,0;1;2;3;4
12933,574,9,0;2;1;3;4
12934,575,9,0;2;1;3;4
12935,609,9,0;2;1;3;4
12936,468,9,0;2;1;3;4
12937,533,9,0;2;1;3;4
12938,169,9,0;1;2;3;4
12939,36,9,0;1;2;3;4
12940,170,9,0;1;2;3;4
12941,608,9,0;2;1;3;4
12942,51,9,0;1;2;3;4
12943,172,9,0;1;2;3;4
13140,7424,10,0;1;2;4;3
13141,18274,10,0;2;3;4;1
13142,20960,10,0;2;1;3;4
13143,19481,10,0;2;3;4;1
13144,11813,10,0;1;2;3;4
13145,11813,10,0;1;2;3;4
13146,13292,10,0;1;4;2;3
13147,13969,10,0;1;4;3;2
13148,13969,10,0;1;4;3;2
13149,22469,10,0;4;1;2;3
13150,15445,10,0;2;3;1;4
13151,15206,10,0;3;4;1;2
13152,14482,10,0;4;1;3;2
13153,13783,10,0;4;1;3;2
13154,16588,10,0;1;4;3;2
13155,15351,10,0;3;1;4;2
13156,20771,10,0;4;1;3;2
13157,13574,10,0;3;2;1;4
13158,22097,10,0;3;4;2;1
13159,16882,10,0;2;3;1;4
13160,22783,10,0;3;1;4;2
13161,18187,10,0;1;2;4;3
13162,15165,10,0;4;2;1;3
13163,18028,10,0;1;4;3;2
13164,19239,10,0;4;1;2;3
13165,15528,10,0;3;2;4;1
13166,15608,10,0;1;4;3;2
13167,16075,10,0;4;1;3;2
13168,13730,10,0;4;3;1;2
13169,7555,10,0;3;4;1;2
13170,15516,10,0;3;2;1;4
13171,22098,10,0;4;1;2;3
13172,23014,10,0;4;3;1;2
13173,21003,10,0;4;1;2;3
13174,12551,10,0;4;2;3;1
13175,12551,10,0;4;2;3;1
13176,19387,10,0;1;4;3;2
13177,14507,10,0;3;4;1;2
13178,11649,10,0;2;3;4;1
13179,12659,10,0;3;1;2;4
13180,19524,10,0;2;1;4;3
13181,13620,10,0;4;2;3;1
13182,18139,10,0;4;1;2;3
13183,16680,10,0;4;1;3;2
13184,15315,10,0;4;3;2;1
13185,23084,10,0;4;2;1;3
13186,21098,10,0;3;2;4;1
13187,22092,10,0;3;2;1;4
13188,22973,10,0;3;1;4;2
13189,18480,10,0;2;1;4;3
13190,19650,10,0;3;4;2;1
13191,22173,10,0;4;3;2;1
13192,23109,10,0;4;2;1;3
13193,22118,10,0;3;4;1;2
13194,19670,10,0;1;2;3;4
13195,16020,10,0;4;2;1;3
13196,19743,10,0;1;3;2;4
13197,19743,10,0;1;3;2;4
13198,19820,10,0;1;3;2;4
13199,19740,10,0;1;3;4;2
13200,19740,10,0;1;3;4;2
13201,20098,10,0;1;3;2;4
13202,20098,10,0;1;3;2;4
13203,20747,10,0;1;2;4;3
13204,11756,10,0;4;2;1;3
13205,13323,10,0;3;4;2;1
13206,20934,10,0;2;1;4;3
13207,19774,10,0;1;4;3;2
13208,19774,10,0;1;4;3;2
13209,19867,10,0;1;4;3;2
13210,19867,10,0;1;4;3;2
13211,7362,10,0;4;3;2;1
13212,20122,10,0;1;4;2;3
13213,20122,10,0;1;4;2;3
13214,20801,10,0;1;3;2;4
13215,18065,10,0;3;4;1;2
13216,20242,10,0;1;4;3;2
13217,20218,10,0;1;4;3;2
13218,20756,10,0;1;4;3;2
13219,20864,10,0;1;4;3;2
13220,10949,10,0;4;3;2;1
13221,8388,10,0;4;3;2;1
13222,20768,10,0;1;4;2;3
13223,20837,10,0;1;3;4;2
13224,20183,10,0;1;4;3;2
13225,19229,10,0;3;1;4;2
13226,16065,10,0;4;3;1;2
13227,16065,10,0;4;3;1;2
13228,19509,10,0;2;1;3;4
13229,11894,10,0;4;3;2;1
13230,21208,10,0;1;3;2;4
13231,21209,10,0;1;2;3;4
13232,19698,10,0;3;4;2;1
13233,21202,10,0;3;1;2;4
13234,21234,10,0;1;2;3;4
13235,22056,10,0;4;3;1;2
13236,21302,10,0;1;2;4;3
13237,21302,10,0;1;2;4;3
13238,16571,10,0;4;3;1;2
13239,21856,10,0;1;4;2;3
13240,13698,10,0;3;4;2;1
13241,17989,10,0;3;4;1;2
13242,11625,10,0;2;3;4;1
13243,11625,10,0;2;3;4;1
13244,21893,10,0;4;1;2;3
13245,11890,10,0;4;3;2;1
13246,19750,10,0;2;3;1;4
13247,19750,10,0;2;3;1;4
13248,12722,10,0;3;4;2;1
13249,15365,10,0;4;1;3;2
13250,17033,10,0;4;1;3;2
13251,17033,10,0;4;1;3;2
13252,17935,10,0;4;1;3;2
13253,22176,10,0;2;1;4;3
13254,16908,10,0;4;3;2;1
13255,18874,10,0;4;3;1;2
13256,15062,10,0;4;2;3;1
13257,15062,10,0;4;2;3;1
13258,8593,10,0;4;2;3;1
13259,22218,10,0;3;1;2;4
13260,23160,10,0;3;2;1;4
13261,22234,10,0;1;2;3;4
13262,20300,10,0;4;1;3;2
13263,20300,10,0;4;1;3;2
13264,22402,10,0;1;2;4;3
13265,22402,10,0;1;2;4;3
13266,20880,10,0;3;4;2;1
13267,20233,10,0;4;1;3;2
13268,20233,10,0;4;1;3;2
13269,21453,10,0;3;4;1;2
13270,21453,10,0;3;4;1;2
13271,8414,10,0;3;4;2;1
13272,15041,10,0;4;3;1;2
13273,15041,10,0;4;3;1;2
13274,22398,10,0;1;4;2;3
13275,22398,10,0;1;4;2;3
13276,22776,10,0;1;4;2;3
13277,22775,10,0;1;4;3;2
13278,22774,10,0;1;4;2;3
13279,13551,10,0;2;4;3;1
13280,22927,10,0;1;2;3;4
13281,11662,10,0;4;2;3;1
13282,11662,10,0;4;2;3;1
13283,22974,10,0;1;2;3;4
13284,15325,10,0;4;3;1;2
13285,16584,10,0;4;3;1;2
13286,16584,10,0;4;3;2;1
13287,22925,10,0;2;3;1;4
13288,22930,10,0;3;1;2;4
13289,13373,10,0;4;3;1;2
13290,13538,10,0;4;2;3;1
13291,13537,10,0;4;2;3;1
13292,20092,10,0;4;1;2;3
13293,22864,10,0;1;3;4;2
13294,15275,10,0;4;1;3;2
13295,22289,10,0;1;4;3;2
13296,17961,10,0;4;3;1;2
13297,13381,10,0;4;1;3;2
13298,8605,10,0;3;4;2;1
13299,8281,10,0;3;2;1;4
13300,8281,10,0;2;3;1;4
13301,15438,10,0;2;3;4;1
13302,7521,10,0;4;3;1;2
13303,7521,10,0;4;3;1;2
13304,15044,10,0;4;3;2;1
13305,15044,10,0;4;3;2;1
13306,15043,10,0;4;3;2;1
13307,15043,10,0;4;3;2;1
13308,13976,10,0;3;1;4;2
13309,13976,10,0;3;1;4;2
13310,19448,10,0;4;1;3;2
13311,23104,10,0;1;2;3;4
13312,22866,10,0;1;4;2;3
13313,6819,10,0;4;3;2;1
13314,6819,10,0;4;3;2;1
13315,13615,10,0;4;3;2;1
13316,7274,10,0;4;3;2;1
13317,7274,10,0;4;3;2;1
13318,12601,10,0;4;1;3;2
13319,12601,10,0;4;1;3;2
13320,23094,10,0;1;3;4;2
13321,23093,10,0;1;4;3;2
13322,7283,10,0;4;3;2;1
13323,7283,10,0;4;3;2;1
13324,17116,10,0;4;1;3;2
13325,17116,10,0;4;1;3;2
13326,20174,10,0;4;1;3;2
13327,12633,10,0;4;3;1;2
13328,19320,10,0;3;1;4;2
13329,11830,10,0;4;3;2;1
13330,15321,10,0;4;1;3;2
13331,14594,10,0;4;3;1;2
13332,14594,10,0;4;3;1;2
13333,18074,10,0;4;1;3;2
13334,13628,10,0;4;3;2;1
13335,17962,10,0;4;3;1;2
13336,23139,10,0;1;2;3;4
13337,21172,10,0;2;4;1;3
13338,23140,10,0;1;2;3;4
13339,15191,10,0;4;3;1;2
13340,8312,10,0;4;3;2;1
13341,8312,10,0;4;3;2;1
13342,11799,10,0;4;3;2;1
13343,11888,10,0;4;3;2;1
13344,13540,10,0;4;2;3;1
13345,13539,10,0;4;2;3;1
13346,16691,10,0;3;1;2;4
13347,19267,10,0;3;1;2;4
13348,19804,10,0;4;1;3;2
13349,19804,10,0;4;1;2;3
13350,18849,10,0;3;4;2;1
13351,18849,10,0;3;4;1;2
13352,16564,10,0;4;1;2;3
13353,16520,10,0;2;4;3;1
13354,19806,10,0;4;1;3;2
13355,19806,10,0;4;1;3;2
13356,14510,10,0;4;3;1;2
13357,14510,10,0;4;3;1;2
13358,13655,10,0;3;4;2;1
13359,8615,10,0;3;4;1;2
13360,13787,10,0;4;3;2;1
13361,15326,10,0;4;3;1;2
13362,16585,10,0;4;3;1;2
13363,16585,10,0;4;3;1;2
13364,15482,10,0;2;4;3;1
13365,19827,10,0;3;4;1;2
13366,15457,10,0;4;2;1;3
13367,13348,10,0;4;3;1;2
13368,15134,10,0;2;3;1;4
13369,8606,10,0;2;4;3;1
13370,13264,10,0;3;4;2;1
13371,15130,10,0;4;3;2;1
13372,19284,10,0;3;4;1;2
13373,13334,10,0;4;3;1;2
13374,13449,10,0;4;3;2;1
13375,13617,10,0;4;3;2;1
13376,8663,10,0;4;3;2;1
13377,13439,10,0;4;3;2;1
13378,15320,10,0;4;2;1;3
13379,13693,10,0;4;3;1;2
13380,18297,10,0;3;4;1;2
13381,14357,10,0;4;3;2;1
13382,14357,10,0;4;3;2;1
13383,10461,10,0;3;2;4;1
13384,10461,10,0;3;2;4;1
13385,16686,10,0;3;2;4;1
13386,19529,10,0;4;1;3;2
13387,13581,10,0;4;3;2;1
13388,23192,10,0;1;4;2;3
13389,11889,10,0;4;3;2;1
13390,18806,10,0;4;3;2;1
13391,16566,10,0;4;3;2;1
13392,19770,10,0;2;3;4;1
13393,19742,10,0;3;1;4;2
13394,21930,10,0;3;4;2;1
13395,11714,10,0;4;3;1;2
13396,16093,10,0;1;2;3;4
13397,16093,10,0;1;2;3;4
13398,21931,10,0;4;3;2;1
13399,17353,10,0;1;4;2;3
13400,18001,10,0;1;2;4;3
13401,12655,10,0;3;4;1;2
13402,19560,10,0;3;2;1;4
13403,19316,10,0;1;2;4;3
13404,10082,10,0;4;3;1;2
13405,17525,10,0;4;1;3;2
13406,19907,10,0;1;2;3;4
13407,19907,10,0;3;2;1;4
13408,14582,10,0;4;1;3;2
13409,8379,10,0;3;4;2;1
13410,20200,10,0;1;3;4;2
13411,10092,10,0;2;4;3;1
13412,20166,10,0;1;4;3;2
13413,17114,10,0;4;1;3;2
13414,17114,10,0;4;1;3;2
13415,18396,10,0;3;4;2;1
13416,21932,10,0;1;2;4;3
13417,14512,10,0;3;4;1;2
13418,22451,10,0;4;1;3;2
13419,10056,10,0;4;3;2;1
13420,11663,10,0;4;2;1;3
13421,11663,10,0;4;2;1;3
13422,17965,10,0;4;3;1;2
13423,17965,10,0;4;3;1;2
13424,9929,10,0;4;3;2;1
13425,10050,10,0;4;3;2;1
13426,7285,10,0;4;3;1;2
13427,7285,10,0;4;3;1;2
13428,19383,10,0;4;3;1;2
13429,10813,10,0;3;4;1;2
13430,10813,10,0;3;4;1;2
13431,22817,10,0;1;3;2;4
13432,18090,10,0;3;1;4;2
13433,13390,10,0;4;3;2;1
13434,13390,10,0;4;3;2;1
13435,18816,10,0;4;3;1;2
13436,18816,10,0;4;3;2;1
13437,16623,10,0;4;2;1;3
13438,16094,10,0;4;2;3;1
13439,16094,10,0;4;2;3;1
13440,10025,10,0;3;4;1;2
13441,10025,10,0;3;4;1;2
13442,15042,10,0;4;3;2;1
13443,15042,10,0;4;3;2;1
13444,13430,10,0;4;3;1;2
13445,13702,10,0;3;4;1;2
13446,16624,10,0;4;1;2;3
13447,15050,10,0;4;3;1;2
13448,15050,10,0;4;3;1;2
13449,9963,10,0;4;3;2;1
13450,9963,10,0;4;3;2;1
13451,13659,10,0;4;3;1;2
13452,18817,10,0;4;3;1;2
13453,18817,10,0;4;3;1;2
13454,9911,10,0;4;2;3;1
13455,9911,10,0;4;2;3;1
13456,19416,10,0;4;1;2;3
13457,13391,10,0;4;3;2;1
13458,13391,10,0;4;3;2;1
13459,9978,10,0;4;3;2;1
13460,9978,10,0;4;3;2;1
13461,14563,10,0;4;3;1;2
13462,14563,10,0;4;3;1;2
13463,22055,10,0;4;3;1;2
13464,11299,10,0;1;3;4;2
13465,11299,10,0;1;4;3;2
13466,11469,10,0;1;3;4;2
13467,11469,10,0;1;3;4;2
13468,10755,10,0;1;2;4;3
13469,10755,10,0;1;2;4;3
13470,11345,10,0;4;2;3;1
13471,11345,10,0;4;2;3;1
13472,22467,10,0;4;3;1;2
13473,16240,10,0;1;4;3;2
13474,16240,10,0;1;4;3;2
13475,12225,10,0;4;3;2;1
13476,16334,10,0;1;3;4;2
13477,16334,10,0;1;3;4;2
13478,14534,10,0;3;4;2;1
13479,17558,10,0;4;1;3;2
13480,12712,10,0;4;3;2;1
13481,12712,10,0;4;3;2;1
13482,17706,10,0;3;1;2;4
13483,17706,10,0;3;1;2;4
13484,15728,10,0;2;1;3;4
13485,15728,10,0;2;1;3;4
13486,12418,10,0;4;3;2;1
13487,12418,10,0;4;3;2;1
13488,14906,10,0;4;1;2;3
13489,17043,10,0;1;3;4;2
13490,17043,10,0;1;3;4;2
13491,14262,10,0;4;2;3;1
13492,17711,10,0;1;4;2;3
13493,17711,10,0;1;4;2;3
13494,10718,10,0;4;3;2;1
13495,17799,10,0;1;3;4;2
13496,22713,10,0;4;3;1;2
13497,17291,10,0;4;1;2;3
13498,17291,10,0;4;1;2;3
13499,13039,10,0;4;3;2;1
13500,13039,10,0;4;3;2;1
13501,21764,10,0;2;1;3;4
13502,18989,10,0;1;4;3;2
13503,18989,10,0;1;4;3;2
13504,19078,10,0;1;3;4;2
13505,18820,10,0;1;3;4;2
13506,18820,10,0;1;3;4;2
13507,18713,10,0;1;4;2;3
13508,18713,10,0;1;4;2;3
13509,19141,10,0;1;4;2;3
13510,19141,10,0;1;4;2;3
13511,14548,10,0;4;3;2;1
13512,19051,10,0;4;1;3;2
13513,19051,10,0;4;1;3;2
13514,10360,10,0;2;3;4;1
13515,10360,10,0;2;3;4;1
13516,10774,10,0;4;1;2;3
13517,14365,10,0;2;4;1;3
13518,14365,10,0;2;4;1;3
13519,14384,10,0;4;3;2;1
13520,20621,10,0;2;1;4;3
13521,18781,10,0;4;3;1;2
13522,18781,10,0;4;3;1;2
13523,20561,10,0;1;3;2;4
13524,20523,10,0;1;4;2;3
13525,20523,10,0;1;4;2;3
13526,20576,10,0;1;4;3;2
13527,20576,10,0;1;4;3;2
13528,12779,10,0;4;3;2;1
13529,12779,10,0;4;3;2;1
13530,8153,10,0;3;2;4;1
13531,14224,10,0;3;4;2;1
13532,14224,10,0;3;4;2;1
13533,7988,10,0;3;2;4;1
13534,7988,10,0;3;2;4;1
13535,13134,10,0;4;2;3;1
13536,14578,10,0;4;3;1;2
13537,14841,10,0;4;3;1;2
13538,14841,10,0;4;3;1;2
13539,14834,10,0;4;3;1;2
13540,14834,10,0;4;3;1;2
13541,10370,10,0;4;2;3;1
13542,10370,10,0;4;2;3;1
13543,21760,10,0;3;1;2;4
13544,21760,10,0;3;4;1;2
13545,21301,10,0;1;3;2;4
13546,21301,10,0;1;3;2;4
13547,21390,10,0;1;2;4;3
13548,21747,10,0;1;2;3;4
13549,12672,10,0;3;4;2;1
13550,16095,10,0;4;1;3;2
13551,21678,10,0;1;4;3;2
13552,21678,10,0;1;3;4;2
13553,11422,10,0;4;2;1;3
13554,13052,10,0;3;4;1;2
13555,13052,10,0;3;4;1;2
13556,19130,10,0;4;1;3;2
13557,17445,10,0;3;1;4;2
13558,13184,10,0;4;3;1;2
13559,7437,10,0;4;3;1;2
13560,7437,10,0;4;3;1;2
13561,21424,10,0;1;4;3;2
13562,14842,10,0;4;2;1;3
13563,14842,10,0;4;2;1;3
13564,20472,10,0;3;4;1;2
13565,20472,10,0;4;3;1;2
13566,14588,10,0;4;3;1;2
13567,14588,10,0;4;3;1;2
13568,16352,10,0;3;4;1;2
13569,18971,10,0;3;4;2;1
13570,18971,10,0;4;3;2;1
