original_source_line,new_release_line,multiplicity,permutation_source_to_release
25454,15858,15,0;3;4;1;2
25455,26605,15,0;1;3;4;2
25456,26604,15,0;1;3;4;2
25457,26603,15,0;1;3;4;2
25458,26602,15,0;1;3;4;2
25459,26601,15,0;1;4;3;2
25460,12547,15,0;4;1;3;2
25461,15869,15,0;3;2;1;4
25462,15720,15,0;2;3;1;4
25463,15693,15,0;3;4;1;2
25464,6699,15,0;4;3;1;2
25465,10493,15,0;3;4;2;1
25466,26497,15,0;1;4;2;3
25467,8140,15,0;4;3;1;2
25468,15874,15,0;3;1;4;2
25469,18600,15,0;2;4;1;3
25470,14186,15,0;4;1;2;3
25471,15733,15,0;3;1;2;4
25472,7063,15,0;3;4;2;1
25473,14128,15,0;4;3;2;1
25474,8141,15,0;4;3;1;2
25475,13945,15,0;2;4;3;1
25476,11228,15,0;4;1;2;3
25477,17021,15,0;4;1;3;2
25478,11070,15,0;4;2;3;1
25479,10528,15,0;4;3;2;1
25480,20439,15,0;4;3;1;2
25481,16187,15,0;4;2;1;3
25482,11132,15,0;4;2;3;1
25483,7000,15,0;4;3;2;1
25484,7872,15,0;4;2;3;1
25485,6997,15,0;4;2;3;1
25486,7899,15,0;4;2;3;1
25487,14178,15,0;2;4;3;1
25488,18671,15,0;3;1;4;2
25489,11258,15,0;4;3;2;1
25490,7864,15,0;4;3;2;1
25491,12429,15,0;2;3;4;1
25492,12146,15,0;4;3;2;1
25493,23242,15,0;2;4;1;3
25494,6822,15,0;3;4;2;1
25495,10405,15,0;3;2;4;1
25496,7867,15,0;4;3;2;1
25497,12185,15,0;4;2;3;1
25498,11076,15,0;4;3;2;1
25499,7039,15,0;4;2;3;1
25500,2466,15,0;1;2;4;3
25501,2393,15,0;1;4;2;3
25502,2296,15,0;1;2;4;3
25503,2188,15,0;1;4;2;3
25504,852,15,0;1;4;2;3
25505,905,15,0;1;2;4;3
25506,906,15,0;1;4;2;3
25507,1556,15,0;1;2;4;3
25508,1758,15,0;1;2;4;3
25509,2054,15,0;1;2;4;3
25510,2055,15,0;1;2;4;3
25511,2298,15,0;1;2;4;3
25512,2378,15,0;1;2;4;3
25513,2402,15,0;1;4;2;3
25514,2603,15,0;1;4;2;3
25515,2726,15,0;1;2;4;3
25516,1555,15,0;1;3;4;2
25517,1757,15,0;1;3;4;2
25518,3463,15,0;1;2;3;4
25519,3478,15,0;1;2;3;4
25520,3543,15,0;1;2;3;4
25521,3592,15,0;1;2;3;4
25522,3601,15,0;1;2;3;4
25523,3604,15,0;1;2;3;4
25524,3606,15,0;1;2;3;4
25525,3608,15,0;1;2;3;4
25526,3623,15,0;1;2;3;4
25527,3609,15,0;1;2;4;3
25528,3597,15,0;1;2;4;3
25529,3598,15,0;1;2;4;3
25530,3610,15,0;1;2;4;3
25531,3627,15,0;1;2;3;4
25532,3533,15,0;1;2;4;3
25533,3599,15,0;1;2;4;3
25534,3515,15,0;1;2;4;3
25535,3452,15,0;1;2;4;3
25536,3465,15,0;1;2;4;3
25537,3489,15,0;1;2;4;3
25538,3460,15,0;1;2;4;3
25539,3508,15,0;1;2;4;3
25540,3569,15,0;1;2;4;3
25541,3547,15,0;1;2;4;3
25542,3594,15,0;1;2;4;3
25543,3684,15,0;1;2;3;4
25544,4035,15,0;1;3;2;4
25545,3865,15,0;1;4;3;2
25546,4023,15,0;1;3;4;2
25547,3874,15,0;1;4;3;2
25548,3866,15,0;1;4;3;2
25549,4086,15,0;1;4;3;2
25550,4033,15,0;1;4;3;2
25551,4016,15,0;1;4;3;2
25552,4017,15,0;1;4;3;2
25553,4034,15,0;1;4;3;2
25554,3873,15,0;1;4;3;2
25555,4025,15,0;1;4;3;2
25556,4076,15,0;1;4;3;2
25557,3907,15,0;1;3;4;2
25558,3978,15,0;1;4;3;2
25559,3743,15,0;1;4;2;3
25560,3870,15,0;1;4;3;2
25561,3935,15,0;1;4;3;2
25562,3704,15,0;1;4;3;2
25563,3926,15,0;1;4;3;2
25564,3728,15,0;1;4;3;2
25565,3804,15,0;1;4;3;2
25566,4015,15,0;1;4;3;2
25567,3810,15,0;1;4;3;2
25568,4002,15,0;1;4;3;2
25569,4021,15,0;1;3;4;2
25570,3841,15,0;1;4;3;2
25571,3827,15,0;1;4;3;2
25572,3923,15,0;1;4;3;2
25573,4022,15,0;1;3;4;2
25574,3715,15,0;1;4;3;2
25575,3692,15,0;1;4;3;2
25576,3913,15,0;1;4;3;2
25577,3697,15,0;1;4;3;2
25578,3820,15,0;1;4;3;2
25579,4050,15,0;1;4;3;2
25580,7496,15,0;1;2;4;3
25581,19757,15,0;1;3;4;2
25582,22331,15,0;1;4;3;2
25583,11113,15,0;3;2;4;1
25584,9831,15,0;4;3;1;2
25585,23480,15,0;1;4;3;2
25586,9801,15,0;4;3;1;2
25587,18571,15,0;4;1;2;3
25588,25795,15,0;1;2;3;4
25589,9399,15,0;4;2;3;1
25590,12284,15,0;4;1;3;2
25591,26516,15,0;1;4;3;2
25592,9396,15,0;4;3;2;1
25593,10891,15,0;3;4;1;2
25594,7407,15,0;4;3;1;2
25595,9409,15,0;4;2;3;1
25596,6958,15,0;4;3;2;1
25597,15899,15,0;2;3;1;4
25598,9397,15,0;4;3;2;1
25599,9405,15,0;4;2;3;1
25600,3364,15,0;1;2;3;4
25601,3408,15,0;1;2;4;3
25602,3407,15,0;1;2;4;3
25603,3378,15,0;1;2;4;3
25604,3404,15,0;1;2;4;3
25605,3384,15,0;1;2;4;3
25606,3399,15,0;1;2;4;3
25607,3739,15,0;1;4;2;3
25608,3727,15,0;1;4;3;2
25609,3709,15,0;1;4;3;2
25610,9413,15,0;4;3;2;1
25611,4545,15,0;1;2;3;4
25612,2969,15,0;1;3;4;2
25613,4529,15,0;1;2;4;3
25614,4985,15,0;1;2;3;4
25615,5577,15,0;1;4;3;2
25616,2927,15,0;1;3;4;2
25617,5878,15,0;1;4;2;3
25618,5808,15,0;1;4;3;2
25619,4922,15,0;1;3;4;2
25620,5448,15,0;1;4;2;3
25621,6077,15,0;1;3;2;4
25622,4207,15,0;1;4;3;2
25623,3286,15,0;1;4;3;2
25624,2937,15,0;1;4;3;2
25625,5034,15,0;1;3;4;2
25626,6315,15,0;1;3;4;2
25627,6046,15,0;1;3;4;2
25628,4627,15,0;1;4;3;2
25629,4784,15,0;1;3;2;4
25630,5998,15,0;1;3;2;4
25631,6266,15,0;1;3;2;4
25632,6003,15,0;1;3;2;4
25633,3227,15,0;1;4;3;2
25634,2800,15,0;1;4;2;3
25635,4988,15,0;1;4;2;3
25636,2974,15,0;1;4;2;3
25637,5864,15,0;1;4;3;2
25638,4702,15,0;1;4;3;2
25639,5208,15,0;1;4;3;2
25640,5742,15,0;1;3;4;2
25641,4445,15,0;1;2;4;3
25642,4685,15,0;1;4;3;2
25643,4798,15,0;1;4;3;2
25644,3175,15,0;1;4;3;2
25645,6279,15,0;1;3;2;4
25646,4844,15,0;1;4;3;2
25647,6398,15,0;1;4;3;2
25648,5771,15,0;1;4;3;2
25649,4219,15,0;1;4;3;2
25650,4140,15,0;1;4;2;3
25651,3316,15,0;1;4;3;2
25652,4849,15,0;1;4;3;2
25653,4215,15,0;1;4;3;2
25654,4633,15,0;1;4;3;2
25655,4214,15,0;1;4;3;2
25656,3203,15,0;1;4;3;2
25657,5654,15,0;1;4;3;2
25658,4573,15,0;1;3;4;2
25659,5759,15,0;1;4;3;2
25660,2934,15,0;1;4;3;2
25661,4991,15,0;1;4;3;2
25662,2947,15,0;1;3;4;2
25663,14839,15,0;1;3;2;4
25664,11378,15,0;4;2;3;1
25665,18933,15,0;4;2;1;3
25666,20039,15,0;1;4;2;3
25667,13968,15,0;4;1;2;3
25668,10927,15,0;4;3;1;2
25669,6590,15,0;4;2;3;1
25670,6998,15,0;3;4;2;1
25671,10676,15,0;2;3;4;1
25672,14299,15,0;4;3;2;1
25673,11046,15,0;3;2;1;4
25674,11112,15,0;2;3;4;1
25675,15662,15,0;4;3;2;1
25676,17161,15,0;2;4;3;1
25677,7101,15,0;4;3;1;2
25678,13922,15,0;2;1;4;3
25679,12806,15,0;3;4;2;1
25680,14863,15,0;4;2;3;1
25681,8135,15,0;4;3;1;2
25682,18593,15,0;2;1;3;4
25683,6925,15,0;4;2;3;1
25684,26528,15,0;1;4;3;2
25685,12824,15,0;3;4;1;2
25686,10707,15,0;4;3;1;2
25687,14192,15,0;4;2;1;3
25688,11234,15,0;4;1;3;2
25689,10333,15,0;3;4;2;1
25690,15756,15,0;4;1;3;2
25691,12133,15,0;4;2;1;3
25692,14161,15,0;4;3;1;2
25693,10683,15,0;2;3;4;1
25694,11166,15,0;3;4;1;2
25695,12289,15,0;3;4;2;1
25696,12271,15,0;3;4;1;2
25697,12512,15,0;4;2;1;3
25698,12270,15,0;3;4;1;2
25699,10329,15,0;3;4;2;1
25700,1067,15,0;1;2;4;3
25701,1083,15,0;1;2;4;3
25702,1061,15,0;1;4;2;3
25703,1106,15,0;1;4;2;3
25704,1135,15,0;1;4;2;3
25705,1136,15,0;1;4;2;3
25706,1172,15,0;1;2;4;3
25707,1173,15,0;1;2;4;3
25708,1190,15,0;1;4;2;3
25709,1191,15,0;1;4;2;3
25710,1192,15,0;1;4;2;3
25711,1193,15,0;1;2;4;3
25712,1171,15,0;1;3;2;4
25713,1174,15,0;1;3;2;4
25714,1189,15,0;1;3;4;2
25715,1188,15,0;1;3;4;2
25716,1187,15,0;1;3;4;2
25717,1201,15,0;1;3;4;2
25718,1184,15,0;1;3;2;4
25719,1209,15,0;1;3;2;4
25720,1158,15,0;1;3;2;4
25721,1126,15,0;1;3;2;4
25722,1204,15,0;1;3;2;4
25723,3558,15,0;1;2;3;4
25724,3596,15,0;1;2;4;3
25725,3792,15,0;1;4;3;2
25726,3918,15,0;1;3;4;2
25727,3869,15,0;1;4;3;2
25728,3773,15,0;1;4;3;2
25729,3664,15,0;1;4;3;2
25730,3856,15,0;1;4;3;2
25731,3650,15,0;1;4;3;2
25732,3969,15,0;1;4;3;2
25733,3660,15,0;1;4;3;2
25734,3765,15,0;1;3;4;2
25735,3983,15,0;1;4;2;3
25736,3760,15,0;1;4;3;2
25737,3668,15,0;1;4;3;2
25738,8784,15,0;1;2;4;3
25739,10853,15,0;4;3;1;2
25740,22507,15,0;1;4;3;2
25741,10307,15,0;4;2;1;3
25742,8853,15,0;4;2;3;1
25743,12141,15,0;2;4;1;3
25744,12347,15,0;3;4;1;2
25745,9049,15,0;3;4;1;2
25746,8997,15,0;4;2;3;1
25747,10309,15,0;3;2;4;1
25748,7479,15,0;4;3;1;2
25749,6943,15,0;4;3;1;2
25750,9076,15,0;3;4;2;1
25751,15685,15,0;3;2;4;1
25752,3370,15,0;1;2;4;3
25753,735,15,0;1;2;4;3
25754,1502,15,0;1;2;4;3
25755,1862,15,0;1;4;2;3
25756,1884,15,0;1;4;2;3
25757,2374,15,0;1;4;2;3
25758,2384,15,0;1;4;2;3
25759,2646,15,0;1;2;4;3
25760,2715,15,0;1;2;4;3
25761,2716,15,0;1;2;4;3
25762,2462,15,0;1;3;4;2
25763,904,15,0;1;3;2;4
25764,1554,15,0;1;3;2;4
25765,2053,15,0;1;3;2;4
25766,2399,15,0;1;3;2;4
25767,1764,15,0;1;3;2;4
25768,1586,15,0;1;3;2;4
25769,1392,15,0;1;3;4;2
25770,952,15,0;1;3;2;4
25771,2647,15,0;1;3;4;2
25772,2602,15,0;1;3;2;4
25773,2824,15,0;1;2;4;3
25774,3226,15,0;1;3;2;4
25775,5287,15,0;1;3;4;2
25776,5022,15,0;1;3;4;2
25777,2879,15,0;1;4;2;3
25778,4408,15,0;1;4;3;2
25779,5017,15,0;1;3;4;2
25780,5288,15,0;1;3;4;2
25781,6008,15,0;1;3;2;4
25782,5054,15,0;1;4;2;3
25783,5693,15,0;1;4;3;2
25784,4175,15,0;1;4;3;2
25785,2935,15,0;1;3;4;2
25786,4177,15,0;1;4;3;2
25787,8169,15,0;4;3;1;2
25788,17897,15,0;4;3;1;2
25789,16120,15,0;4;2;1;3
25790,7980,15,0;3;4;2;1
25791,12180,15,0;2;4;3;1
25792,17012,15,0;2;1;4;3
25793,18567,15,0;2;3;1;4
25794,16996,15,0;2;3;4;1
25795,25121,15,0;1;2;3;4
25796,15719,15,0;4;2;3;1
25797,14121,15,0;3;4;1;2
25798,6859,15,0;4;2;3;1
25799,12169,15,0;2;3;4;1
25800,14171,15,0;2;1;3;4
25801,10406,15,0;2;4;3;1
25802,11144,15,0;4;3;1;2
25803,11037,15,0;4;2;3;1
25804,13203,15,0;4;3;2;1
25805,10403,15,0;2;3;4;1
25806,10381,15,0;3;4;2;1
25807,15820,15,0;4;3;1;2
25808,24052,15,0;4;2;3;1
25809,851,15,0;1;4;2;3
25810,2641,15,0;1;4;2;3
25811,3752,15,0;1;3;4;2
25812,3747,15,0;1;3;4;2
25813,3748,15,0;1;4;3;2
25814,9624,15,0;4;1;3;2
25815,9793,15,0;4;1;3;2
25816,8874,15,0;2;3;4;1
25817,9521,15,0;4;2;3;1
25818,9520,15,0;4;2;3;1
25819,7078,15,0;4;3;2;1
25820,9475,15,0;4;2;1;3
25821,18665,15,0;2;3;1;4
25822,9424,15,0;4;3;2;1
25823,17241,15,0;4;1;2;3
25824,12163,15,0;4;2;1;3
25825,6611,15,0;3;4;2;1
25826,1152,15,0;1;3;2;4
25827,20031,15,0;3;1;4;2
25828,3336,15,0;1;3;4;2
25829,5155,15,0;1;4;3;2
25830,4139,15,0;1;4;2;3
25831,4170,15,0;1;4;3;2
25832,15744,15,0;2;3;4;1
25833,7034,15,0;3;2;4;1
25834,7961,15,0;4;1;2;3
25835,17175,15,0;3;4;1;2
25836,6597,15,0;4;2;3;1
25837,6993,15,0;4;3;2;1
25838,12346,15,0;3;1;4;2
25839,15745,15,0;4;1;3;2
25840,19732,15,0;3;1;4;2
25841,21271,15,0;3;1;4;2
25842,10387,15,0;3;4;2;1
25843,6988,15,0;4;3;2;1
25844,7050,15,0;2;3;4;1
25845,10301,15,0;3;4;2;1
25846,12159,15,0;4;3;2;1
25847,10604,15,0;4;3;1;2
25848,1105,15,0;1;3;4;2
25849,1186,15,0;1;3;2;4
25850,1181,15,0;1;3;2;4
25851,4100,15,0;1;4;3;2
25852,6558,15,0;4;3;2;1
25853,7076,15,0;3;4;2;1
25854,7152,15,0;4;3;2;1
25855,12090,15,0;4;2;1;3
25856,8825,15,0;3;4;2;1
25857,9423,15,0;4;2;1;3
25858,12389,15,0;3;1;4;2
25859,1966,15,0;1;4;2;3
25860,1821,15,0;1;4;2;3
25861,1649,15,0;1;2;4;3
25862,1454,15,0;1;2;4;3
25863,1248,15,0;1;2;4;3
25864,791,15,0;1;4;2;3
25865,1223,15,0;1;3;2;4
25866,766,15,0;1;3;4;2
25867,5044,15,0;1;4;3;2
25868,5803,15,0;1;4;2;3
25869,5300,15,0;1;4;2;3
25870,12160,15,0;2;3;4;1
25871,8097,15,0;4;2;3;1
25872,7056,15,0;4;3;2;1
25873,24056,15,0;1;4;3;2
25874,15802,15,0;3;1;4;2
25875,10299,15,0;3;4;2;1
25876,7848,15,0;3;4;2;1
25877,2121,15,0;1;4;2;3
25878,1971,15,0;1;2;4;3
25879,1826,15,0;1;2;4;3
25880,1654,15,0;1;2;4;3
25881,1459,15,0;1;2;4;3
25882,1253,15,0;1;4;2;3
25883,796,15,0;1;2;4;3
25884,795,15,0;1;3;4;2
25885,1258,15,0;1;3;2;4
25886,1466,15,0;1;3;4;2
25887,1663,15,0;1;3;4;2
25888,1836,15,0;1;3;4;2
25889,1982,15,0;1;3;2;4
25890,2133,15,0;1;3;4;2
25891,2259,15,0;1;3;4;2
25892,2367,15,0;1;3;2;4
25893,2453,15,0;1;3;2;4
25894,2522,15,0;1;3;2;4
25895,2579,15,0;1;3;2;4
25896,2637,15,0;1;3;4;2
25897,2676,15,0;1;3;2;4
25898,2710,15,0;1;3;2;4
25899,7710,15,0;1;4;3;2
25900,17009,15,0;1;3;2;4
25901,8951,15,0;3;2;4;1
25902,8931,15,0;3;4;1;2
25903,25757,15,0;1;2;3;4
25904,26443,15,0;1;4;3;2
25905,8798,15,0;4;3;2;1
25906,10322,15,0;3;2;4;1
25907,10678,15,0;3;2;4;1
25908,8778,15,0;3;4;2;1
25909,24055,15,0;1;3;4;2
25910,7240,15,0;4;2;1;3
25911,15939,15,0;2;4;1;3
25912,1030,15,0;1;2;4;3
25913,1005,15,0;1;3;4;2
25914,8907,15,0;2;3;4;1
25915,1035,15,0;1;2;4;3
25916,1037,15,0;1;3;2;4
25917,21405,15,0;4;1;2;3
25918,6979,15,0;3;4;2;1
25919,9379,15,0;4;3;2;1
25920,11542,15,0;3;4;1;2
25921,6980,15,0;3;2;4;1
25922,9024,15,0;2;3;4;1
25923,6550,15,0;3;4;2;1
25924,499,15,0;1;2;3;4
25925,506,15,0;1;2;3;4
25926,505,15,0;1;2;3;4
25927,356,15,0;2;1;3;4
25928,501,15,0;2;1;3;4
25929,595,15,0;1;2;3;4
25930,371,15,0;2;1;3;4
25931,360,15,0;2;1;3;4
25932,500,15,0;2;1;3;4
25933,368,15,0;2;1;3;4
25934,600,15,0;2;1;3;4
25935,616,15,0;2;1;3;4
25936,539,15,0;2;1;3;4
25937,558,15,0;2;1;3;4
25938,448,15,0;2;1;3;4
25939,40,15,0;1;2;3;4
25940,114,15,0;1;2;3;4
25941,115,15,0;1;2;3;4
25942,216,15,0;1;2;3;4
25943,238,15,0;1;2;3;4
25944,259,15,0;1;2;3;4
25945,260,15,0;1;2;3;4
25946,265,15,0;1;2;3;4
25947,266,15,0;1;2;3;4
25948,268,15,0;1;2;3;4
25949,269,15,0;1;2;3;4
25950,23,15,0;1;2;3;4
25951,28,15,0;1;2;3;4
25952,405,15,0;2;1;3;4
25953,434,15,0;2;1;3;4
25954,321,15,0;2;1;3;4
25955,75,15,0;1;2;3;4
25956,419,15,0;1;2;3;4
25957,650,15,0;1;2;3;4
25958,676,15,0;1;2;3;4
25959,677,15,0;1;2;3;4
25960,693,15,0;2;1;3;4
25961,694,15,0;2;1;3;4
25962,632,15,0;2;1;3;4
25963,613,15,0;2;1;3;4
25964,614,15,0;2;1;3;4
25965,702,15,0;1;2;3;4
25966,633,15,0;2;1;3;4
25967,480,15,0;2;1;3;4
25968,660,15,0;2;1;3;4
25969,262,15,0;1;2;3;4
25970,107,15,0;1;2;3;4
25971,142,15,0;1;2;3;4
25972,263,15,0;1;2;3;4
25973,264,15,0;1;2;3;4
25974,701,15,0;2;1;3;4
25975,57,15,0;1;2;3;4
26527,6824,16,0;1;2;3;4
26528,7642,16,0;1;3;2;4
26529,7646,16,0;1;3;2;4
26530,7656,16,0;1;3;2;4
26531,13360,16,0;3;2;4;1
26532,15080,16,0;1;4;2;3
26533,15079,16,0;1;4;3;2
26534,15078,16,0;1;4;3;2
26535,15077,16,0;1;4;2;3
26536,15075,16,0;1;4;3;2
26537,16057,16,0;1;2;4;3
26538,26994,16,0;3;1;2;4
26539,17361,16,0;1;3;2;4
26540,17365,16,0;1;3;2;4
26541,19748,16,0;1;2;4;3
26542,21577,16,0;4;1;2;3
26543,19893,16,0;4;3;1;2
26544,21443,16,0;1;2;3;4
26545,21303,16,0;1;3;4;2
26546,21305,16,0;1;3;4;2
26547,21468,16,0;1;3;4;2
26548,21514,16,0;1;3;4;2
26549,22394,16,0;1;3;2;4
26550,22484,16,0;1;3;4;2
26551,22288,16,0;1;4;3;2
26552,8295,16,0;4;3;2;1
26553,19888,16,0;4;3;1;2
26554,17045,16,0;2;3;4;1
26555,10957,16,0;4;3;2;1
26556,12696,16,0;4;3;2;1
26557,10960,16,0;4;3;2;1
26558,13266,16,0;3;4;1;2
26559,13314,16,0;3;2;1;4
26560,14044,16,0;4;3;1;2
26561,24108,16,0;1;3;2;4
26562,18794,16,0;4;1;3;2
26563,24110,16,0;1;2;4;3
26564,24393,16,0;1;2;3;4
26565,14098,16,0;4;3;2;1
26566,24333,16,0;1;3;2;4
26567,24319,16,0;1;4;3;2
26568,24157,16,0;1;4;3;2
26569,11619,16,0;3;4;2;1
26570,15045,16,0;3;2;1;4
26571,14425,16,0;4;2;3;1
26572,15268,16,0;3;4;2;1
26573,25204,16,0;1;2;4;3
26574,21546,16,0;4;1;3;2
26575,11632,16,0;3;4;2;1
26576,11711,16,0;3;4;2;1
26577,14468,16,0;4;2;1;3
26578,20110,16,0;4;1;3;2
26579,25838,16,0;1;2;4;3
26580,11650,16,0;4;2;3;1
26581,17109,16,0;4;3;2;1
26582,19786,16,0;4;3;2;1
26583,14099,16,0;4;3;2;1
26584,12797,16,0;3;4;1;2
26585,25888,16,0;1;4;3;2
26586,10938,16,0;4;3;1;2
26587,25868,16,0;1;4;2;3
26588,16524,16,0;3;2;4;1
26589,25182,16,0;2;1;3;4
26590,18031,16,0;4;2;3;1
26591,7817,16,0;4;3;1;2
26592,26512,16,0;1;3;2;4
26593,10896,16,0;4;3;2;1
26594,12751,16,0;3;4;2;1
26595,14360,16,0;4;3;2;1
26596,13316,16,0;3;4;2;1
26597,6805,16,0;4;2;3;1
26598,7780,16,0;3;4;2;1
26599,19780,16,0;4;3;1;2
26600,11654,16,0;2;4;3;1
26601,24183,16,0;4;1;2;3
26602,26537,16,0;1;4;3;2
26603,7736,16,0;4;3;1;2
26604,19858,16,0;4;1;3;2
26605,19859,16,0;4;1;2;3
26606,26990,16,0;1;2;4;3
26607,26548,16,0;4;1;3;2
26608,27005,16,0;1;2;4;3
26609,26993,16,0;1;3;4;2
26610,27256,16,0;1;2;3;4
26611,27056,16,0;1;3;4;2
26612,23430,16,0;4;1;3;2
26613,15147,16,0;3;4;1;2
26614,20134,16,0;4;2;3;1
26615,27159,16,0;1;4;2;3
26616,18804,16,0;3;1;4;2
26617,27173,16,0;1;3;2;4
26618,27169,16,0;1;4;3;2
26619,13274,16,0;4;2;1;3
26620,11691,16,0;3;4;2;1
26621,20385,16,0;4;1;3;2
26622,27209,16,0;1;3;4;2
26623,8318,16,0;4;3;2;1
26624,8336,16,0;4;3;2;1
26625,13318,16,0;4;3;1;2
26626,6907,16,0;4;2;1;3
26627,18008,16,0;4;1;3;2
26628,14347,16,0;3;4;2;1
26629,27254,16,0;1;2;4;3
26630,25914,16,0;4;1;3;2
26631,10834,16,0;4;2;3;1
26632,21493,16,0;4;1;2;3
26633,27034,16,0;1;4;3;2
26634,16098,16,0;4;3;1;2
26635,27071,16,0;1;4;3;2
26636,12616,16,0;4;3;1;2
26637,27065,16,0;1;4;3;2
26638,27251,16,0;4;1;3;2
26639,11786,16,0;4;1;3;2
26640,20773,16,0;4;3;1;2
26641,22476,16,0;4;3;1;2
26642,19273,16,0;4;3;1;2
26643,6669,16,0;4;3;2;1
26644,10475,16,0;4;3;1;2
26645,11778,16,0;4;2;1;3
26646,14462,16,0;4;3;2;1
26647,22504,16,0;4;1;3;2
26648,12617,16,0;4;1;3;2
26649,16087,16,0;3;4;1;2
26650,17404,16,0;4;3;2;1
26651,13262,16,0;4;2;1;3
26652,13263,16,0;4;2;1;3
26653,25221,16,0;4;1;3;2
26654,13268,16,0;4;2;1;3
26655,13280,16,0;4;2;3;1
26656,13279,16,0;4;2;3;1
26657,18882,16,0;4;2;1;3
26658,13270,16,0;4;3;1;2
26659,13284,16,0;4;3;2;1
26660,11829,16,0;4;2;3;1
26661,18838,16,0;4;1;3;2
26662,15750,16,0;4;1;3;2
26663,18775,16,0;4;1;3;2
26664,25847,16,0;4;1;3;2
26665,6670,16,0;4;3;2;1
26666,16056,16,0;4;3;1;2
26667,11840,16,0;3;4;2;1
26668,20203,16,0;4;1;3;2
26669,13306,16,0;4;3;1;2
26670,19810,16,0;3;1;4;2
26671,11660,16,0;4;2;3;1
26672,6671,16,0;4;3;2;1
26673,20139,16,0;4;1;2;3
26674,10875,16,0;4;2;3;1
26675,6878,16,0;4;3;2;1
26676,11808,16,0;4;3;2;1
26677,10859,16,0;4;3;2;1
26678,10897,16,0;4;3;2;1
26679,13992,16,0;4;2;3;1
26680,17334,16,0;3;1;4;2
26681,19921,16,0;4;3;1;2
26682,14497,16,0;4;2;1;3
26683,20301,16,0;3;1;4;2
26684,22491,16,0;3;4;1;2
26685,17068,16,0;4;3;2;1
26686,15225,16,0;4;3;1;2
26687,20210,16,0;3;4;1;2
26688,11769,16,0;4;3;2;1
26689,14440,16,0;3;4;2;1
26690,14444,16,0;3;4;2;1
26691,17101,16,0;4;3;1;2
26692,11864,16,0;4;3;2;1
26693,19917,16,0;4;1;3;2
26694,19929,16,0;4;1;3;2
26695,27153,16,0;1;4;3;2
26696,7740,16,0;3;4;2;1
26697,14627,16,0;4;3;1;2
26698,7763,16,0;4;3;2;1
26699,11826,16,0;4;3;2;1
26700,14001,16,0;4;3;1;2
26701,13978,16,0;3;4;1;2
26702,7415,16,0;3;4;2;1
26703,10956,16,0;3;4;1;2
26704,11854,16,0;4;3;2;1
26705,11639,16,0;4;3;2;1
26706,11676,16,0;4;3;2;1
26707,11880,16,0;4;3;2;1
26708,8439,16,0;3;4;2;1
26709,16514,16,0;4;3;1;2
26710,13311,16,0;4;3;2;1
26711,12708,16,0;3;4;1;2
26712,18788,16,0;4;2;1;3
26713,15051,16,0;4;3;1;2
26714,14388,16,0;4;3;1;2
26715,7785,16,0;4;3;1;2
26716,11785,16,0;4;3;1;2
26717,15055,16,0;4;3;1;2
26718,12762,16,0;4;3;2;1
26719,14342,16,0;4;3;2;1
26720,11699,16,0;4;3;2;1
26721,20366,16,0;3;4;1;2
26722,20316,16,0;3;4;1;2
26723,10815,16,0;3;4;1;2
26724,15039,16,0;4;3;2;1
26725,7524,16,0;4;3;2;1
26726,14052,16,0;3;4;2;1
26727,7525,16,0;3;4;2;1
26728,16587,16,0;4;3;1;2
26729,7741,16,0;2;4;3;1
26730,22463,16,0;3;4;2;1
26731,17452,16,0;4;3;2;1
26732,14416,16,0;4;3;1;2
26733,8286,16,0;4;3;2;1
26734,8371,16,0;3;4;2;1
26735,24188,16,0;4;1;3;2
26736,7288,16,0;4;3;2;1
26737,25216,16,0;4;3;1;2
26738,11647,16,0;3;4;2;1
26739,11630,16,0;4;3;2;1
26740,8252,16,0;3;4;2;1
26741,11653,16,0;4;3;2;1
26742,12576,16,0;4;3;2;1
26743,21455,16,0;4;3;2;1
26744,12787,16,0;3;4;1;2
26745,14475,16,0;4;3;2;1
26746,8328,16,0;3;4;2;1
26747,22461,16,0;4;3;2;1
26748,7761,16,0;1;4;3;2
26749,10001,16,0;1;2;4;3
26750,8383,16,0;2;4;3;1
26751,18758,16,0;4;3;1;2
26752,15076,16,0;1;4;2;3
26753,15988,16,0;1;2;4;3
26754,23360,16,0;4;1;2;3
26755,10029,16,0;2;3;4;1
26756,9271,16,0;4;3;2;1
26757,21495,16,0;1;3;4;2
26758,20093,16,0;2;1;3;4
26759,24141,16,0;1;2;4;3
26760,9996,16,0;3;4;1;2
26761,24147,16,0;1;4;3;2
26762,16137,16,0;4;3;1;2
26763,10070,16,0;4;1;3;2
26764,25222,16,0;1;4;3;2
26765,22494,16,0;4;1;2;3
26766,12650,16,0;3;4;1;2
26767,26566,16,0;1;3;4;2
26768,8299,16,0;3;4;2;1
26769,24113,16,0;4;3;1;2
26770,9356,16,0;3;4;1;2
26771,10031,16,0;3;4;1;2
26772,10063,16,0;4;3;2;1
26773,10027,16,0;3;4;1;2
26774,10028,16,0;3;4;1;2
26775,7685,16,0;3;4;1;2
26776,21610,16,0;4;3;1;2
26777,25903,16,0;4;1;3;2
26778,10032,16,0;3;4;1;2
26779,9237,16,0;3;4;2;1
26780,8365,16,0;4;2;3;1
26781,10030,16,0;3;4;1;2
26782,10064,16,0;4;3;1;2
26783,22485,16,0;4;1;3;2
